PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Warren, CA; Presberry, C; Louis, L				Warren, Chezare A.; Presberry, Cierra; Louis, Lawrence			Examining Teacher Dispositions for Evidence of (Transformative) Social and Emotional Competencies with Black Boys: The Case of Three Urban High School Teachers	URBAN EDUCATION																													0042-0859	1552-8340														0042085920933326	10.1177/0042085920933326		AUG 2020					WOS:000558355200001						
J	Li, XY; Liu, Y; Ye, Q; Lu, XJ; Peng, WW				Li, Xiaoyun; Liu, Yang; Ye, Qian; Lu, Xuejing; Peng, Weiwei			The linkage between first-hand pain sensitivity and empathy for others' pain: Attention matters	HUMAN BRAIN MAPPING																	Peng, Weiwei/0000-0002-4600-0036												1065-9471	1097-0193				DEC	2020	41	17					4815	4828		10.1002/hbm.25160		AUG 2020					WOS:000556025300001	32761989					
J	Tremblay, MPB; Marcoux, A; Turcotte, V; Woods, J; Rouleau, C; Grondin, F; Jackson, PL				Tremblay, Marie-Pier B.; Marcoux, Audrey; Turcotte, Valerie; Woods, Jamie; Rouleau, Camille; Grondin, Frederic; Jackson, Philip L.			I Can But I Shall Not Always Be Empathic	PSYCHOLOGICAL REPORTS																	Jackson, Philip/0000-0001-8991-3217; B. Tremblay, Marie-Pier/0000-0002-3836-450X; Turcotte, Valerie/0000-0002-7322-0317												0033-2941	1558-691X														0033294120945180	10.1177/0033294120945180		AUG 2020					WOS:000556860200001	32757717					
J	Schiller, B; Kleinert, T; Teige-Mocigemba, S; Klauer, KC; Heinrichs, M				Schiller, Bastian; Kleinert, Tobias; Teige-Mocigemba, Sarah; Klauer, Karl Christoph; Heinrichs, Markus			Temporal dynamics of resting EEG networks are associated with prosociality	SCIENTIFIC REPORTS																													2045-2322					AUG 3	2020	10	1							13066	10.1038/s41598-020-69999-5							WOS:000556396000017	32747655					
J	Moreno-Poyato, AR; Rodriguez-Nogueira, O				Moreno-Poyato, Antonio R.; Rodriguez-Nogueira, Oscar		MiRTCIME CAT Working Grp	The association between empathy and the nurse-patient therapeutic relationship in mental health units: a cross-sectional study	JOURNAL OF PSYCHIATRIC AND MENTAL HEALTH NURSING																Moreno-Poyato, Antonio R./O-3975-2019	Moreno-Poyato, Antonio R./0000-0002-5700-4315; Rodriguez Nogueira, Oscar/0000-0002-4203-5784												1351-0126	1365-2850															10.1111/jpm.12675		AUG 2020					WOS:000555304700001	32657511					
J	Ringwald, WR; Wright, AGC				Ringwald, Whitney R.; Wright, Aidan G. C.			The Affiliative Role of Empathy in Everyday Interpersonal Interactions	EUROPEAN JOURNAL OF PERSONALITY																													0890-2070	1099-0984															10.1002/per.2286		AUG 2020					WOS:000554868000001						
J	Gill, T				Gill, Tripat			Blame It on the Self-Driving Car: How Autonomous Vehicles Can Alter Consumer Morality	JOURNAL OF CONSUMER RESEARCH																													0093-5301	1537-5277				AUG	2020	47	2					272	291		10.1093/jcr/ucaa018							WOS:000579083400007						
J	Paramita, W; Septianto, F; Winahjoe, S; Purwanto, BM; Candra, ID				Paramita, Widya; Septianto, Felix; Winahjoe, Sari; Purwanto, B. M.; Candra, Ika Diyah			Sharing is (not) caring? The interactive effects of power and psychological distance on tolerance of unethical behavior	AUSTRALASIAN MARKETING JOURNAL																	Septianto, Felix/0000-0002-7487-761X												1441-3582	1839-3349				AUG	2020	28	3					42	49		10.1016/j.ausmj.2019.12.002							WOS:000572687500006						
J	Tollenaar, MS; Overgaauw, S				Tollenaar, Marieke S.; Overgaauw, Sandy			Empathy and mentalizing abilities in relation to psychosocial stress in adult men and women	HELIYON																													2405-8440					AUG	2020	6	8							e04488	10.1016/j.heliyon.2020.e04488							WOS:000568517600020	32904299					
J	Reichman, M; Riklin, E; Macklin, E; Vranceanu, AM				Reichman, Mira; Riklin, Eric; Macklin, Eric; Vranceanu, Ana-Maria			Virtual mind-body treatment for adolescents with neurofibromatosis: Study protocol for a single-blind randomized controlled trial	CONTEMPORARY CLINICAL TRIALS																													1551-7144	1559-2030				AUG	2020	95								106078	10.1016/j.cct.2020.106078							WOS:000564615600008	32634485					
J	Dionigi, A; Casu, G; Gremigni, P				Dionigi, Alberto; Casu, Giulia; Gremigni, Paola			Associations of Self-Efficacy, Optimism, and Empathy with Psychological Health in Healthcare Volunteers	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH																	Gremigni, Paola/0000-0002-1527-2434; Casu, Giulia/0000-0001-5441-3044													1660-4601				AUG	2020	17	16							6001	10.3390/ijerph17166001							WOS:000565057200001	32824812					
J	Zelenski, AB; Saldivar, N; Park, LS; Schoenleber, V; Osman, F; Kraemer, S				Zelenski, Amy B.; Saldivar, Norma; Park, Linda S.; Schoenleber, Vonnie; Osman, Fauzia; Kraemer, Sara			Interprofessional Improv: Using Theater Techniques to Teach Health Professions Students Empathy in Teams	ACADEMIC MEDICINE																													1040-2446	1938-808X				AUG	2020	95	8					1210	1214		10.1097/ACM.0000000000003420							WOS:000562831800042	32324634					
J	Jones, TM; Bottoms, BL; Stevenson, MC				Jones, Tayler M.; Bottoms, Bette L.; Stevenson, Margaret C.			Child Victim Empathy Mediates the Influence of Jurors' Sexual Abuse Experiences on Child Sexual Abuse Case Judgments: Meta-Analyses	PSYCHOLOGY PUBLIC POLICY AND LAW																													1076-8971	1939-1528				AUG	2020	26	3					312	332		10.1037/law0000231							WOS:000555468400007						
J	Wu, YJ; Liu, Y; Yao, ML; Li, XY; Peng, WW				Wu, Yan Jing; Liu, Yang; Yao, Manlin; Li, Xiaoyun; Peng, Weiwei			Language contexts modulate instant empathic responses to others' pain	PSYCHOPHYSIOLOGY																	Peng, Weiwei/0000-0002-4600-0036												0048-5772	1469-8986				AUG	2020	57	8							e13562	10.1111/psyp.13562							WOS:000552805500012	32149394					
J	Moshagen, M; Zettler, I; Horsten, LK; Hilbig, BE				Moshagen, Morten; Zettler, Ingo; Horsten, Luisa K.; Hilbig, Benjamin E.			Agreeableness and the common core of dark traits are functionally different constructs	JOURNAL OF RESEARCH IN PERSONALITY																Zettler, Ingo/O-1233-2014	Zettler, Ingo/0000-0001-6140-7160; Horsten, Luisa/0000-0002-3023-8808												0092-6566	1095-7251				AUG	2020	87								103986	10.1016/j.jrp.2020.103986							WOS:000551666000018						
J	Lougheed, JP; Main, A; Helm, JL				Lougheed, Jessica P.; Main, Alexandra; Helm, Jonathan Lee			Mother-Adolescent Emotion Dynamics During Conflicts: Associations With Perspective Taking	JOURNAL OF FAMILY PSYCHOLOGY																; Lougheed, Jessica/P-3502-2016	Main, Alexandra/0000-0002-2087-9054; Lougheed, Jessica/0000-0001-8645-9493												0893-3200	1939-1293				AUG	2020	34	5					566	576		10.1037/fam0000632							WOS:000551527200007	31999163					
J	Halevy, N; Halali, E; Cohen, TR				Halevy, Nir; Halali, Eliran; Cohen, Taya R.			Brokering Orientations and Social Capital: Influencing Others' Relationships Shapes Status and Trust	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																Halali, Eliran/AAS-1546-2020	Halali, Eliran/0000-0001-5730-7677												0022-3514	1939-1315				AUG	2020	119	2					293	316		10.1037/pspi0000213							WOS:000551440600005	31424237					
J	Damen, D; van der Wijst, P; van Amelsvoort, M; Krahmer, E				Damen, Debby; van der Wijst, Per; van Amelsvoort, Marije; Krahmer, Emiel			Can the Curse of Knowing Be Lifted? The Influence of Explicit Perspective-Focus Instructions on Readers' Perspective-Taking	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION																													0278-7393	1939-1285				AUG	2020	46	8					1407	1423		10.1037/xlm0000830							WOS:000548601800001	32162961					
J	Meidan, A; Uzefovsky, F				Meidan, Adi; Uzefovsky, Florina			Child maltreatment risk mediates the association between maternal and child empathy	CHILD ABUSE & NEGLECT																													0145-2134	1873-7757				AUG	2020	106								104523	10.1016/j.chiabu.2020.104523							WOS:000543362000024	32485322					
J	Di Tella, M; Adenzato, M; Catmur, C; Miti, F; Castelli, L; Ardito, RB				Di Tella, Marialaura; Adenzato, Mauro; Catmur, Caroline; Miti, Francesca; Castelli, Lorys; Ardito, Rita B.			The role of alexithymia in social cognition: Evidence from a non -clinical population	JOURNAL OF AFFECTIVE DISORDERS																Adenzato, Mauro/I-5127-2012	Adenzato, Mauro/0000-0002-6997-9283												0165-0327	1573-2517				AUG 1	2020	273						482	492		10.1016/j.jad.2020.05.012							WOS:000541424200020	32560944					
J	Di Tella, M; Miti, F; Ardito, RB; Adenzato, M				Di Tella, Marialaura; Miti, Francesca; Ardito, Rita B.; Adenzato, Mauro			Social cognition and sex: Are men and women really different?	PERSONALITY AND INDIVIDUAL DIFFERENCES																; Adenzato, Mauro/I-5127-2012	ARDITO, Rita/0000-0002-5020-6598; Adenzato, Mauro/0000-0002-6997-9283												0191-8869					AUG 1	2020	162								110045	10.1016/j.paid.2020.110045							WOS:000534685600023						
J	Sachs, ME; Damasio, A; Habibi, A				Sachs, Matthew E.; Damasio, Antonio; Habibi, Assal			Unique personality profiles predict when and why sad music is enjoyed	PSYCHOLOGY OF MUSIC																Damasio, Antonio/AAD-1342-2019													0305-7356	1741-3087														0305735620932660	10.1177/0305735620932660		JUL 2020					WOS:000559613600001						
J	Montoya, RM; Pittinsky, TL; Rosenthal, SA				Montoya, R. Matthew; Pittinsky, Todd L.; Rosenthal, Seth A.			A multidimensional model of collective narcissism	JOURNAL OF THEORETICAL SOCIAL PSYCHOLOGY																														2475-0387				OCT	2020	4	4					169	193		10.1002/jts5.71		JUL 2020					WOS:000556901900001						
J	Wu, Y; Zhang, YH; Ou, JX; Hu, Y; Zilioli, S				Wu, Yin; Zhang, Yinhua; Ou, Jianxin; Hu, Yang; Zilioli, Samuele			Exogenous testosterone increases the audience effect in healthy males: evidence for the social status hypothesis	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES																	Ou, Jianxin/0000-0003-4934-3736; Zilioli, Samuele/0000-0002-1126-8913												0962-8452	1471-2954				JUL 29	2020	287	1931							20200976	10.1098/rspb.2020.0976							WOS:000553111800007	32673552					
J	Wu, WQ; Su, YZ; Huang, X; Liu, WY; Jiang, X				Wu, Wenqing; Su, Yuzheng; Huang, Xuan; Liu, Wenyi; Jiang, Xin			The Dark Triad, Moral Disengagement, and Social Entrepreneurial Intention: Moderating Roles of Empathic Concern and Perspective Taking	FRONTIERS IN PSYCHOLOGY																													1664-1078					JUL 28	2020	11								1520	10.3389/fpsyg.2020.01520							WOS:000561199400001	32848982					
J	Padilla-Walker, LM; Coyne, SM; Booth, MA; Domoff, SE; Summers, K; Schvaneveldt, E; Stockdale, L				Padilla-Walker, Laura M.; Coyne, Sarah M.; Booth, McCall A.; Domoff, Sarah E.; Summers, Kjersti; Schvaneveldt, Emily; Stockdale, Laura			Parent-child joint media engagement in infancy	INFANCY																													1525-0008	1532-7078				SEP	2020	25	5					552	570		10.1111/infa.12355		JUL 2020					WOS:000552658400001	32720409					
J	Wei, LQ; Wu, GR; Bi, MH; Baeken, C				Wei, Luqing; Wu, Guo-Rong; Bi, Minghua; Baeken, Chris			Effective connectivity predicts cognitive empathy in cocaine addiction: a spectral dynamic causal modeling study	BRAIN IMAGING AND BEHAVIOR																Baeken, Chris/D-6790-2013													1931-7557	1931-7565															10.1007/s11682-020-00354-y		JUL 2020					WOS:000552181000002	32710329					
J	Eddy, CM; Hansen, PC				Eddy, Clare M.; Hansen, Peter C.			Predictors of performance on the Reading the Mind in the Eyes Test	PLOS ONE																	Hansen, Peter/0000-0002-4948-1007												1932-6203					JUL 23	2020	15	7							e0235529	10.1371/journal.pone.0235529							WOS:000575913700017	32701998					
J	Labash, A; Aru, J; Matiisen, T; Tampuu, A; Vicente, R				Labash, Aqeel; Aru, Jaan; Matiisen, Tambet; Tampuu, Ardi; Vicente, Raul			Perspective Taking in Deep Reinforcement Learning Agents	FRONTIERS IN COMPUTATIONAL NEUROSCIENCE																														1662-5188				JUL 23	2020	14								69	10.3389/fncom.2020.00069							WOS:000560280300001	32792931					
J	Xie, GX; Chang, H; Rank-Christman, T				Xie, Guang-Xin; Chang, Hua; Rank-Christman, Tracy			Contesting Dishonesty: When and Why Perspective-Taking Decreases Ethical Tolerance of Marketplace Deception	JOURNAL OF BUSINESS ETHICS																													0167-4544	1573-0697															10.1007/s10551-020-04582-6		JUL 2020					WOS:000551733700001						
J	Barreda-Angeles, M; Aleix-Guillaume, S; Pereda-Banos, A				Barreda-Angeles, Miguel; Aleix-Guillaume, Sara; Pereda-Banos, Alexandre			An "Empathy Machine" or a "Just-for-the-Fun-of-It" Machine? Effects of Immersion in Nonfiction 360-Video Stories on Empathy and Enjoyment	CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING																Barreda-Angeles, Miguel/AAX-4359-2020	Barreda-Angeles, Miguel/0000-0002-5056-7633												2152-2715	2152-2723				OCT 1	2020	23	10					683	688		10.1089/cyber.2019.0665		JUL 2020					WOS:000556042200001	32716643					
J	Ren, QY; Lu, XJ; Zhao, Q; Zhang, HJ; Hu, L				Ren, Qiaoyue; Lu, Xuejing; Zhao, Qing; Zhang, Huijuan; Hu, Li			Can self-pain sensitivity quantify empathy for others' pain?	PSYCHOPHYSIOLOGY																	Hu, Li/0000-0001-7003-2903												0048-5772	1469-8986				OCT	2020	57	10							e13637	10.1111/psyp.13637		JUL 2020					WOS:000549778100001	32686117					
J	Pasupathi, M; Fivush, R; Greenhoot, AF; McLean, KC				Pasupathi, Monisha; Fivush, Robyn; Greenhoot, Andrea Follmer; McLean, Kate C.			Intraindividual Variability in Narrative Identity: Complexities, Garden Paths, and Untapped Research Potential	EUROPEAN JOURNAL OF PERSONALITY																													0890-2070	1099-0984				NOV	2020	34	6			SI		1138	1150		10.1002/per.2279		JUL 2020					WOS:000549858400001						
J	Nam, G; Lee, H; Lee, JH; Hur, JW				Nam, Gieun; Lee, Hyerin; Lee, Jang-Han; Hur, Ji-Won			Disguised Emotion in Alexithymia: Subjective Difficulties in Emotion Processing and Increased Empathic Distress	FRONTIERS IN PSYCHIATRY																													1664-0640					JUL 17	2020	11								698	10.3389/fpsyt.2020.00698							WOS:000560089800001	32765327					
J	Alkire, D; Warnell, KR; Kirby, LA; Moraczewski, D; Redcay, E				Alkire, Diana; Warnell, Katherine Rice; Kirby, Laura Anderson; Moraczewski, Dustin; Redcay, Elizabeth			Explaining Variance in Social Symptoms of Children with Autism Spectrum Disorder	JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS																													0162-3257	1573-3432															10.1007/s10803-020-04598-x		JUL 2020					WOS:000549226300001	32676827					
J	Zampella, CJ; Bennetto, L; Herrington, JD				Zampella, Casey J.; Bennetto, Loisa; Herrington, John D.			Computer Vision Analysis of Reduced Interpersonal Affect Coordination in Youth With Autism Spectrum Disorder	AUTISM RESEARCH																	Zampella, Casey/0000-0002-7973-8520												1939-3792	1939-3806				DEC	2020	13	12					2133	2142		10.1002/aur.2334		JUL 2020					WOS:000548230800001	32666690					
J	Lowicki, P; Zajenkowski, M; Van Cappellen, P				Lowicki, Pawel; Zajenkowski, Marcin; Van Cappellen, Patty			It's the heart that matters: The relationships among cognitive mentalizing ability, emotional empathy, and religiosity	PERSONALITY AND INDIVIDUAL DIFFERENCES																Lowicki, Pawel/L-1081-2016	Lowicki, Pawel/0000-0001-6012-6287												0191-8869					JUL 15	2020	161								109976	10.1016/j.paid.2020.109976							WOS:000526977800016						
J	Chen, L; Wang, YD; Yang, HZ; Sun, XH				Chen, Liang; Wang, Yandong; Yang, Hongze; Sun, Xiaohua			Emotional warmth and cyberbullying perpetration attitudes in college students: Mediation of trait gratitude and empathy	PLOS ONE																													1932-6203					JUL 14	2020	15	7							e0235477	10.1371/journal.pone.0235477							WOS:000552771400028	32663843					
J	Han, A; Kim, TH				Han, Areum; Kim, Tae Hui			Effectiveness of empathy enhancement programs for social workers working with older adults: A quasi-experimental study	JOURNAL OF SOCIAL WORK																	Han, Areum/0000-0003-1369-9052; Kim, Tae Hui/0000-0003-0133-5227												1468-0173	1741-296X														1468017320940591	10.1177/1468017320940591		JUL 2020					WOS:000548571600001						
J	Bao, RJ; Sun, XM; Liu, ZZ; Fu, Z; Xue, G				Bao, Ruiji; Sun, Xiaomin; Liu, Zhenzhen; Fu, Ze; Xue, Gang			Dispositional greed inhibits prosocial behaviors: an emotive-social cognitive dual-process model	CURRENT PSYCHOLOGY																	Sun, Xiaomin/0000-0002-2773-7761												1046-1310	1936-4733															10.1007/s12144-020-00928-5		JUL 2020					WOS:000547226900001						
J	Millman, LSM; Terhune, DB; Hunter, ECM; Orgs, G				Millman, L. S. Merritt; Terhune, Devin B.; Hunter, Elaine C. M.; Orgs, Guido			Towards a neurocognitive approach to dance movement therapy for mental health: A systematic review	CLINICAL PSYCHOLOGY & PSYCHOTHERAPY																	Millman, L. S. Merritt/0000-0002-7872-0679; Orgs, Guido/0000-0003-3725-3979												1063-3995	1099-0879															10.1002/cpp.2490		JUL 2020					WOS:000554967000001	32539160					
J	Huang, HQ; Liu, YC; Su, YJ				Huang, Heqing; Liu, Yanchun; Su, Yanjie			What Is the Relationship Between Empathy and Mental Health in Preschool Teachers: The Role of Teaching Experience	FRONTIERS IN PSYCHOLOGY																													1664-1078					JUL 7	2020	11								1366	10.3389/fpsyg.2020.01366							WOS:000552389000001	32733317					
J	Bianchi, D; Lonigro, A; Baiocco, R; Baumgartner, E; Laghi, F				Bianchi, Dora; Lonigro, Antonia; Baiocco, Roberto; Baumgartner, Emma; Laghi, Fiorenzo			Social Anxiety and Peer Communication Quality During Adolescence: The Interaction of Social Avoidance, Empathic Concern and Perspective Taking	CHILD & YOUTH CARE FORUM																Baiocco, Roberto/B-2728-2010	Baiocco, Roberto/0000-0002-6372-3762; Laghi, Fiorenzo/0000-0003-3969-4292												1053-1890	1573-3319				DEC	2020	49	6					853	876		10.1007/s10566-020-09562-5		JUL 2020					WOS:000545900300002						
J	Hart, W; Tortoriello, GK; Richardson, K				Hart, William; Tortoriello, Gregory K.; Richardson, Kyle			Deprived and Grandiose Explanations for Psychological Entitlement: Implications for Theory and Measurement	JOURNAL OF PERSONALITY ASSESSMENT																													0022-3891	1532-7752				JUL 3	2020	102	4					488	498		10.1080/00223891.2019.1565573							WOS:000544906000006	30907660					
J	Rativa, AS; Postma, M; Van Zaanen, M				Sierra Rativa, Alexandra; Postma, Marie; Van Zaanen, Menno			The Influence of Game Character Appearance on Empathy and Immersion: Virtual Non-Robotic Versus Robotic Animals	SIMULATION & GAMING																													1046-8781	1552-826X				OCT	2020	51	5					685	711	1046878120926694	10.1177/1046878120926694		JUL 2020					WOS:000545101600001						
J	Palsson, OS				Palsson, Olafur S.			Development and Validation of the Thought Impact Scale: A Measure of Subconscious Connectedness	AMERICAN JOURNAL OF CLINICAL HYPNOSIS																													0002-9157	2160-0562				JUL 2	2020	62	3					198	230		10.1080/00029157.2018.1561415							WOS:000507242200004	31928516					
J	Zhang, YL; Yu, Z; Mai, XQ				Zhang Yinling; Yu Zhen; Mai Xiaoqin			The influence of social value orientation on self-other risk decision-making and its mechanisms	ACTA PSYCHOLOGICA SINICA																													0439-755X					JUL	2020	52	7					895	908		10.3724/SP.J.1041.2020.00895							WOS:000558749800008						
J	Dodaj, A; Sesar, K; Simic, N				Dodaj, Arta; Sesar, Kristina; Simic, Natasa			Impulsivity and Empathy in Dating Violence among a Sample of College Females	BEHAVIORAL SCIENCES																	Dodaj, Arta/0000-0002-8064-6666; Sesar, Kristina/0000-0003-2406-7114													2076-328X				JUL	2020	10	7							117	10.3390/bs10070117							WOS:000557482500001	32698406					
J	Goodspeed, R; Babbitt, C; Briones, ALG; Pfleiderer, E; Lizundia, C; Seifert, CM				Goodspeed, Robert; Babbitt, Christina; Briones, Ana Lucia Garcia; Pfleiderer, Emily; Lizundia, Camilla; Seifert, Colleen M.			Learning to Manage Common Resources: Stakeholders Playing a Serious Game See Increased Interdependence in Groundwater Basin Management	WATER																	Seifert, Colleen/0000-0001-5889-5167; Goodspeed, Robert/0000-0003-4858-8387													2073-4441				JUL	2020	12	7							1966	10.3390/w12071966							WOS:000557241300001						
J	Voggeser, BJ; Goritz, AS				Voggeser, Birgit Johanna; Goeritz, Anja Simone			CAST in German: Translation and Validation of the Comprehensive Assessment of Sadistic Tendencies	DIAGNOSTICA																	Goritz, Anja/0000-0002-4638-0489												0012-1924	2190-622X				JUL	2020	66	3					211	222		10.1026/0012-1924/a000249							WOS:000545688900007						
J	Henschel, S; Nandrino, JL; Pezard, L; Ott, L; Vulliez-Coady, L; Doba, K				Henschel, Sebastien; Nandrino, Jean-Louis; Pezard, Laurent; Ott, Laurent; Vulliez-Coady, Lauriane; Doba, Karyn			The influence of attachment styles on autonomic correlates of perspective-taking	BIOLOGICAL PSYCHOLOGY																													0301-0511	1873-6246				JUL	2020	154								107908	10.1016/j.biopsycho.2020.107908							WOS:000554904600008	32454080					
J	Swiderska, A; Kuster, D				Swiderska, Aleksandra; Kuester, Dennis			Robots as Malevolent Moral Agents: Harmful Behavior Results in Dehumanization, Not Anthropomorphism	COGNITIVE SCIENCE																Kuster, Dennis/R-5928-2016	Kuster, Dennis/0000-0001-8992-5648												0364-0213	1551-6709				JUL	2020	44	7							e12872	10.1111/cogs.12872							WOS:000553537500011	33020966					
J	Salgado, RM; Pedrosa, R; Bastos-Leite, AJ				Salgado, Rui M.; Pedrosa, Raquel; Bastos-Leite, Antonio J.			Dysfunction of Empathy and Related Processes in Borderline Personality Disorder: A Systematic Review	HARVARD REVIEW OF PSYCHIATRY																Bastos Leite, Antonio/C-2228-2012	Bastos Leite, Antonio/0000-0001-9672-0202												1067-3229	1465-7309				JUL-AUG	2020	28	4					238	254		10.1097/HRP.0000000000000260							WOS:000553322400002	32692088					
J	Gunnarsson, H; Agerstrom, J				Gunnarsson, Helena; Agerstrom, Jens			Pain and social cognition: does pain lead to more stereotyped judgments based on ethnicity and age?	SCANDINAVIAN JOURNAL OF PAIN																													1877-8860	1877-8879				JUL	2020	20	3					611	621		10.1515/sjpain-2019-0141							WOS:000551937700018	32101530					
J	Gammon, E				Gammon, Earl			Affective neuroscience, emotional regulation, and international relations	INTERNATIONAL THEORY																													1752-9719	1752-9727				JUL	2020	12	2					189	219	PII S1752971919000253	10.1017/S1752971919000253							WOS:000550716300002						
J	Lee, E; Kang, HK				Lee, Eunsoon; Kang, Hyoung-Kil			Narcissism and perspective taking: The mediating effect of need for control	SOCIAL BEHAVIOR AND PERSONALITY																													0301-2212	1179-6391				JUL	2020	48	7							e9333	10.2224/sbp.9333							WOS:000548800100007						
J	Bukowski, H; Tik, M; Silani, G; Ruff, CC; Windischberger, C; Lamm, C				Bukowski, H.; Tik, M.; Silani, G.; Ruff, C. C.; Windischberger, C.; Lamm, C.			When differences matter: rTMS/fMRI reveals how differences in dispositional empathy translate to distinct neural underpinnings of self -other distinction in empathy	CORTEX																	Windischberger, Christian/0000-0002-9944-0190												0010-9452	1973-8102				JUL	2020	128						143	161		10.1016/j.cortex.2020.03.009							WOS:000546451700012	32335328					
J	Cameron, CD; Inzlicht, M				Cameron, C. Daryl; Inzlicht, Michael			Empathy choice in physicians and non-physicians	BRITISH JOURNAL OF SOCIAL PSYCHOLOGY																													0144-6665	2044-8309				JUL	2020	59	3			SI		715	732		10.1111/bjso.12342							WOS:000546448400015	31562659					
J	Maresca, G; Maggio, MG; Latella, D; Naro, A; Portaro, S; Calabro, RS				Maresca, Giuseppa; Maggio, Maria Grazia; Latella, Desiree; Naro, Antonino; Portaro, Simona; Calabro, Rocco Salvatore			Understanding the role of social cognition in neurodegenerative Disease: A scoping review on an overlooked problem	JOURNAL OF CLINICAL NEUROSCIENCE																Maggio, Maria Grazia/ABA-1852-2020; Calabro, Rocco S/K-7520-2016	/0000-0003-0757-2389												0967-5868	1532-2653				JUL	2020	77						17	24		10.1016/j.jocn.2020.05.013							WOS:000542584900004	32389547					
J	Graham, CA; Chaves, G; Harrison, R; Gauthier, LR; Nissim, R; Zimmermann, C; Chan, V; Rodin, G; Stevens, B; Gagliese, L				Graham, Carol A.; Chaves, Gabriela; Harrison, Rebecca; Gauthier, Lynn R.; Nissim, Rinat; Zimmermann, Camilla; Chan, Vincent; Rodin, Gary; Stevens, Bonnie; Gagliese, Lucia			Health Care Professionals' Reports of Cancer Pain Cues Among Older People With Delirium: A Qualitative-Quantitative Content Analysis	JOURNAL OF PAIN AND SYMPTOM MANAGEMENT																Chan, Vincent/AAY-3553-2020													0885-3924	1873-6513				JUL	2020	60	1					28	+		10.1016/j.jpainsymman.2020.01.021							WOS:000542565600024	32058011					
J	Hafenbrack, AC; Cameron, LD; Spreitzer, GM; Zhang, C; Noval, LJ; Shaffakat, S				Hafenbrack, Andrew C.; Cameron, Lindsey D.; Spreitzer, Gretchen M.; Zhang, Chen; Noval, Laura J.; Shaffakat, Samah			Helping People by Being in the Present: Mindfulness Increases Prosocial Behavior	ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES																Cameron, Lindsey/AAV-8201-2020	Cameron, Lindsey/0000-0002-5019-577X												0749-5978	1095-9920				JUL	2020	159				SI		21	38		10.1016/j.obhdp.2019.08.005							WOS:000542097000003						
J	Kuhlthau, KA; Luberto, CM; Traeger, L; Millstein, RA; Perez, GK; Lindly, OJ; Chad-Friedman, E; Proszynski, J; Park, ER				Kuhlthau, Karen A.; Luberto, Christina M.; Traeger, Lara; Millstein, Rachel A.; Perez, Giselle K.; Lindly, Olivia J.; Chad-Friedman, Emma; Proszynski, Jacqueline; Park, Elyse R.			A Virtual Resiliency Intervention for Parents of Children with Autism: A Randomized Pilot Trial	JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS																													0162-3257	1573-3432				JUL	2020	50	7					2513	2526		10.1007/s10803-019-03976-4							WOS:000541833400023	30900195					
J	Marsden, AD; Barnett, MD				Marsden, Arthur D.; Barnett, Michael D.			The Role of Empathy in the Relationship Between Social Political Ideology and Sexual Prejudice in Heterosexual College Students in the US	ARCHIVES OF SEXUAL BEHAVIOR																	Marsden, Art/0000-0002-2148-1339												0004-0002	1573-2800				JUL	2020	49	5					1853	1861		10.1007/s10508-019-01545-5							WOS:000540779900041	32270398					
J	Spencer, R; Pryce, J; Barry, J; Walsh, J; Basualdo-Delmonico, A				Spencer, Renee; Pryce, Julia; Barry, Johanna; Walsh, Jill; Basualdo-Delmonico, Antoinette			Deconstructing empathy: A qualitative examination of mentor perspective-taking and adaptability in youth mentoring relationships	CHILDREN AND YOUTH SERVICES REVIEW																													0190-7409	1873-7765				JUL	2020	114								105043	10.1016/j.childyouth.2020.105043							WOS:000538104100030						
J	Zhou, X; Wu, XC				Zhou, Xiao; Wu, Xinchun			Posttraumatic stress disorder and aggressive behavior in adolescents: A longitudinal and interpersonal functional approach	CHILDREN AND YOUTH SERVICES REVIEW																													0190-7409	1873-7765				JUL	2020	114								105027	10.1016/j.childyouth.2020.105027							WOS:000538104100016						
J	Stellar, JE; Anderson, CL; Gatchpazian, A				Stellar, Jennifer E.; Anderson, Craig L.; Gatchpazian, Arasteh			Profiles in Empathy: Different Empathic Responses to Emotional an Physical Suffering	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL																													0096-3445	1939-2222				JUL	2020	149	7					1398	1416		10.1037/xge0000718							WOS:000537798700010	31804122					
