PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Birnbaum, GE; Cohen, O; Wertheimer, V				Birnbaum, Gurit E.; Cohen, Ohad; Wertheimer, Vered			Is it all about intimacy? Age, menopausal status, and women's sexuality	PERSONAL RELATIONSHIPS																	Birnbaum, Gurit/0000-0002-2033-4839												1350-4126	1475-6811				MAR	2007	14	1					167	185		10.1111/j.1475-6811.2006.00147.x							WOS:000245944700010						
B	Aron, A; Fisher, HE; Strong, G		Vangelisti, AL; Perlman, D		Aron, Arthur; Fisher, Helen E.; Strong, Greg			Romantic Love	CAMBRIDGE HANDBOOK OF PERSONAL RELATIONSHIPS																															978-0-52182-617-4				2006							595	614		10.1017/CBO9780511606632.033	10.1017/CBO9780511606632						WOS:000296578300033						
J	Yela, C				Yela, C			The evaluation of love - Simplified version of the scales for Yela's tetrangular model based on Sternberg's model	EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT																Yela, Carlos/D-7133-2011													1015-5759	2151-2426					2006	22	1					21	27		10.1027/1015-5759.22.1.21							WOS:000236052100004						
J	Troy, AB				Troy, AB			Romantic passion as output from a self-regulating, intimacy-seeking system: A model for understanding passionate love	PSYCHOLOGICAL REPORTS																													0033-2941	1558-691X				JUN	2005	96	3	1				655	675									WOS:000229868000019	16050620					
J	Panayiotou, G				Panayiotou, G			Love, commitment, and response to conflict among Cypriot dating couples: Two models, one relationship	INTERNATIONAL JOURNAL OF PSYCHOLOGY																	Panayiotou, Georgia/0000-0003-2471-9960												0020-7594	1464-066X				APR	2005	40	2					108	117		10.1080/00207590444000230							WOS:000229186400005						
J	Diessner, R; Frost, N; Smith, T				Diessner, R; Frost, N; Smith, T			Describing the neoclassical psyche embedded in Sternberg's triangular theory of love	SOCIAL BEHAVIOR AND PERSONALITY																													0301-2212						2004	32	7					683	690		10.2224/sbp.2004.32.7.683							WOS:000224653500009						
J	Masuda, M				Masuda, M			Meta-analyses of love scales: Do various love scales measure the same psychological constructs?	JAPANESE PSYCHOLOGICAL RESEARCH																													0021-5368					MAR	2003	45	1					25	37		10.1111/1468-5884.00030							WOS:000181832800003						
J	Falconi, A; Mullet, E				Falconi, A; Mullet, E			Cognitive algebra of love through the adult life	INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT																													0091-4150	1541-3535					2003	57	3					275	290		10.2190/NPQH-MDLX-F48U-AA35							WOS:000221433600005	15176672					
J	Hassebrauck, M; Fehr, B				Hassebrauck, M; Fehr, B			Dimensions of relationship quality	PERSONAL RELATIONSHIPS																													1350-4126					SEP	2002	9	3					253	270		10.1111/1475-6811.00017							WOS:000177414000002						
J	Peake, A; Harris, KL				Peake, A; Harris, KL			Young adults' attitudes toward multiple role planning: The influence of gender, career traditionality, and marriage plans	JOURNAL OF VOCATIONAL BEHAVIOR																													0001-8791					JUN	2002	60	3					405	421		10.1006/jvbe.2001.1840							WOS:000175808900006						
J	Lemieux, R; Hale, JL				Lemieux, R; Hale, JL			Cross-sectional analysis of intimacy, passion, and commitment: Testing the assumptions of the triangular theory of love	PSYCHOLOGICAL REPORTS																													0033-2941					JUN	2002	90	3					1009	1014		10.2466/PR0.90.3.1009-1014							WOS:000176332000043	12090492					
J	Myers, JE; Shurts, WM				Myers, JE; Shurts, WM			Measuring positive emotionality: A review of instruments assessing love	MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT																													0748-1756					JAN	2002	34	4					238	254		10.1080/07481756.2002.12069040							WOS:000173914800004						
J	Duemmler, SL; Kobak, R				Duemmler, SL; Kobak, R			The development of commitment and attachment in dating relationships: attachment security as relationship construct	JOURNAL OF ADOLESCENCE																													0140-1971					JUN	2001	24	3					401	415		10.1006/jado.2001.0406							WOS:000170404500009	11476614					
J	Gao, G				Gao, G			Intimacy, passion, and commitment in Chinese and US American romantic relationships	INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS																													0147-1767					MAY	2001	25	3					329	342		10.1016/S0147-1767(01)00007-4							WOS:000168903600006						
J	Lemieux, R; Hale, JL				Lemieux, R; Hale, JL			Intimacy, passion, and commitment among married individuals: Further testing of the triangular theory of love	PSYCHOLOGICAL REPORTS																													0033-2941					DEC	2000	87	3	1				941	948		10.2466/PR0.87.7.941-948							WOS:000166191700040	11191410					
J	Steel, GD				Steel, GD			Polar bonds - Environmental relationships in the polar regions	ENVIRONMENT AND BEHAVIOR																Steel, Gary/P-6729-2018	Steel, Gary/0000-0002-8499-9709												0013-9165					NOV	2000	32	6					796	816		10.1177/00139160021972801							WOS:000089868300004						
J	Fletcher, GJO; Simpson, JA; Thomas, G				Fletcher, GJO; Simpson, JA; Thomas, G			The measurement of perceived relationship quality components: A confirmatory factor analytic approach	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN																	Simpson, Jeff/0000-0003-1899-2493												0146-1672	1552-7433				MAR	2000	26	3					340	354		10.1177/0146167200265007							WOS:000085478100007						
J	Berscheid, E				Berscheid, E			Cupid's arrow: The course of love through time	CONTEMPORARY PSYCHOLOGY-APA REVIEW OF BOOKS																													0010-7549					OCT	1999	44	5					425	426									WOS:000082849600038						
J	Lemieux, R; Hale, JL				Lemieux, R; Hale, JL			Intimacy, passion, and commitment in young romantic relationships: Successfully measuring the Triangular Theory of Love	PSYCHOLOGICAL REPORTS																													0033-2941					OCT	1999	85	2					497	503		10.2466/PR0.85.6.497-503							WOS:000083971600026	10611781					
J	Schwebel, AI; Moss, BF; Fine, MA				Schwebel, AI; Moss, BF; Fine, MA			Understanding cognitive changes in intimacy in long-term romantic relationships	PSYCHOLOGICAL REPORTS																													0033-2941					APR	1999	84	2					517	532									WOS:000080171600031						
J	Afifi, WA; Metts, S				Afifi, WA; Metts, S			Characteristics and consequences of expectation violations in close relationships	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS					ISSPR Biennial Meeting	AUG, 1996	BANFF, CANADA	ISSPR																					0265-4075					JUN	1998	15	3					365	392		10.1177/0265407598153004							WOS:000074824000004						
J	Eshel, Y; Sharabany, R; Friedman, U				Eshel, Y; Sharabany, R; Friedman, U			Friends, lovers and spouses: Intimacy in young adults	BRITISH JOURNAL OF SOCIAL PSYCHOLOGY																													0144-6665					MAR	1998	37		1				41	57		10.1111/j.2044-8309.1998.tb01156.x							WOS:000072914500003	9554086					
J	Marston, PJ; Hecht, ML; Manke, ML; Mcdaniel, S; Reeder, H				Marston, PJ; Hecht, ML; Manke, ML; Mcdaniel, S; Reeder, H			The subjective experience of intimacy, passion, and commitment in heterosexual loving relationships	PERSONAL RELATIONSHIPS																													1350-4126					MAR	1998	5	1					15	30		10.1111/j.1475-6811.1998.tb00157.x							WOS:000072408100002						
J	Sprecher, S; Regan, PC				Sprecher, S; Regan, PC			Passionate and companionate love in courting and young married couples	SOCIOLOGICAL INQUIRY																													0038-0245					SPR	1998	68	2					163	185		10.1111/j.1475-682X.1998.tb00459.x							WOS:000074933700002						
J	Grote, NK; Frieze, IH				Grote, NK; Frieze, IH			'Remembrance of things past': Perceptions of marital love from its beginnings to the present	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS																	Frieze, Irene/0000-0001-8399-9996												0265-4075	1460-3608				FEB	1998	15	1					91	109		10.1177/0265407598151006							WOS:000072193600006						
J	Lamm, H; Wiesmann, U				Lamm, H; Wiesmann, U			Subjective attributes of attraction: How people characterize their liking, their love, and their being in love	PERSONAL RELATIONSHIPS																													1350-4126					SEP	1997	4	3					271	284		10.1111/j.1475-6811.1997.tb00145.x							WOS:A1997XW74700007						
J	Adams, JM; Jones, WH				Adams, JM; Jones, WH			The conceptualization of marital commitment: An integrative analysis	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				MAY	1997	72	5					1177	1196		10.1037/0022-3514.72.5.1177							WOS:A1997WX85600016						
J	Garcia, CY				Garcia, CY			Temporal course of basic components of love along the couple relationship.	PSICOTHEMA																Yela, Carlos/D-7133-2011													0214-9915					MAR	1997	9	1					1	15									WOS:A1997WM06300001						
J	Montgomery, MJ; Sorell, GT				Montgomery, MJ; Sorell, GT			Differences in love attitudes across family life stages	FAMILY RELATIONS																													0197-6664					JAN	1997	46	1					55	61		10.2307/585607							WOS:A1997WE31900008						
J	Bombar, ML; Littig, LW				Bombar, ML; Littig, LW			Babytalk as a communication of intimate attachment: An initial study in adult romances and friendships	PERSONAL RELATIONSHIPS					Annual Conference of the New-York-Womens-Studies-Association	APR, 1995	PLATTSBURGH, NY	New York Womens Studies Assoc																					1350-4126	1475-6811				JUN	1996	3	2					137	158		10.1111/j.1475-6811.1996.tb00108.x							WOS:A1996UW15600002						
J	Aron, A; Westbay, L				Aron, A; Westbay, L			Dimensions of the prototype of love	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					MAR	1996	70	3					535	551		10.1037/0022-3514.70.3.535							WOS:A1996TZ88300010						
J	Noller, P				Noller, P			What is this thing called love? Defining the love that supports marriage and family	PERSONAL RELATIONSHIPS																													1350-4126					MAR	1996	3	1					97	115		10.1111/j.1475-6811.1996.tb00106.x							WOS:A1996UF72000007						
J	Cupach, WR; Metts, S				Cupach, WR; Metts, S			The role of sexual attitude similarity in romantic heterosexual relationships	PERSONAL RELATIONSHIPS					Speech-Communication-Association Convention	NOV, 1993	MIAMI, FL	Speech Commun Assoc																					1350-4126					DEC	1995	2	4					287	300		10.1111/j.1475-6811.1995.tb00093.x							WOS:A1995TQ39400003						
J	WANG, AY; NGUYEN, HT				WANG, AY; NGUYEN, HT			PASSIONATE LOVE AND ANXIETY - A CROSS-GENERATIONAL STUDY	JOURNAL OF SOCIAL PSYCHOLOGY																													0022-4545					AUG	1995	135	4					459	470		10.1080/00224545.1995.9712215							WOS:A1995RV84800005	7564306					
J	ARON, A; HENKEMEYER, L				ARON, A; HENKEMEYER, L			MARITAL SATISFACTION AND PASSIONATE LOVE	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS																													0265-4075					FEB	1995	12	1					139	146		10.1177/0265407595121010							WOS:A1995QG53400010						
J	BUTLER, R; WALKER, WR; SKOWRONSKI, JJ; SHANNON, L				BUTLER, R; WALKER, WR; SKOWRONSKI, JJ; SHANNON, L			AGE AND RESPONSES TO THE LOVE ATTITUDES SCALE - CONSISTENCY IN STRUCTURE, DIFFERENCES IN SCORES	INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT																Shannon, Lisa/V-2208-2019													0091-4150						1995	40	4					281	296		10.2190/YAA7-3C7G-TVXT-VATB							WOS:A1995RM86800002	7558370					
J	HECHT, ML; MARSTON, PJ; LARKEY, LK				HECHT, ML; MARSTON, PJ; LARKEY, LK			LOVE WAYS AND RELATIONSHIP QUALITY IN HETEROSEXUAL RELATIONSHIPS	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS																													0265-4075					FEB	1994	11	1					25	43		10.1177/0265407594111002							WOS:A1994MY57700002						
J	WHITLEY, BE				WHITLEY, BE			RELIABILITY AND ASPECTS OF THE CONSTRUCT-VALIDITY OF STERNBERG TRIANGULAR LOVE SCALE	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS																													0265-4075					AUG	1993	10	3					475	480		10.1177/0265407593103013							WOS:A1993LM77900013						
