PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	BATSON, CD; BOLEN, MH; CROSS, JA; NEURINGERBENEFIEL, HE				BATSON, CD; BOLEN, MH; CROSS, JA; NEURINGERBENEFIEL, HE			WHERE IS THE ALTRUISM IN THE ALTRUISTIC PERSONALITY	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					JAN	1986	50	1					212	220		10.1037/0022-3514.50.1.212							WOS:A1986C108900026						
J	EDELMANN, RJ; MCCUSKER, G				EDELMANN, RJ; MCCUSKER, G			INTROVERSION, NEUROTICISM, EMPATHY AND EMBARRASSIBILITY	PERSONALITY AND INDIVIDUAL DIFFERENCES																													0191-8869						1986	7	2					133	140		10.1016/0191-8869(86)90047-4							WOS:A1986A018300001						
J	SCHMITT, M; DALBERT, C; MONTADA, L				SCHMITT, M; DALBERT, C; MONTADA, L			PRO-SOCIAL BEHAVIOR OF ADULT DAUGHTERS TOWARDS THEIR MOTHERS - DIFFERENCES IN THE DETERMINANTS OF INTENTION AND REALIZATION	PSYCHOLOGISCHE BEITRAGE																													0033-3018						1986	28	1-2					139	163									WOS:A1986E928300007						
J	BARNETT, MA; THOMPSON, S				BARNETT, MA; THOMPSON, S			THE ROLE OF PERSPECTIVE TAKING AND EMPATHY IN CHILDRENS MACHIAVELLIANISM, PRO-SOCIAL BEHAVIOR, AND MOTIVE FOR HELPING	JOURNAL OF GENETIC PSYCHOLOGY																													0022-1325					SEP	1985	146	3					295	305		10.1080/00221325.1985.9914459							WOS:A1985A645800001						
J	ZUCKER, PJ; WORTHINGTON, EL; FORSYTH, DR				ZUCKER, PJ; WORTHINGTON, EL; FORSYTH, DR			INCREASING EMPATHY THROUGH PARTICIPATION IN STRUCTURED GROUPS - SOME ATTRIBUTIONAL EVIDENCE	HUMAN RELATIONS																Forsyth, Donelson/M-5480-2019	Forsyth, Donelson/0000-0002-2388-2953												0018-7267						1985	38	3					247	255		10.1177/001872678503800304							WOS:A1985AEN6400004						
J	SNODGRASS, SE				SNODGRASS, SE			WOMENS INTUITION - THE EFFECT OF SUBORDINATE ROLE ON INTERPERSONAL SENSITIVITY	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514						1985	49	1					146	155		10.1037/0022-3514.49.1.146							WOS:A1985ALU5700013						
J	CHLOPAN, BE; MCCAIN, ML; CARBONELL, JL; HAGEN, RL				CHLOPAN, BE; MCCAIN, ML; CARBONELL, JL; HAGEN, RL			EMPATHY - REVIEW OF AVAILABLE MEASURES	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514						1985	48	3					635	653		10.1037/0022-3514.48.3.635							WOS:A1985ADU4900011						
J	FRANZOI, SL; DAVIS, MH				FRANZOI, SL; DAVIS, MH			ADOLESCENT SELF-DISCLOSURE AND LONELINESS - PRIVATE SELF-CONSCIOUSNESS AND PARENTAL INFLUENCES	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315					1985	48	3					768	780		10.1037/0022-3514.48.3.768							WOS:A1985ADU4900024	3989669					
J	FRANZOI, SL; DAVIS, MH; YOUNG, RD				FRANZOI, SL; DAVIS, MH; YOUNG, RD			THE EFFECTS OF PRIVATE SELF-CONSCIOUSNESS AND PERSPECTIVE TAKING ON SATISFACTION IN CLOSE RELATIONSHIPS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514						1985	48	6					1584	1594		10.1037/0022-3514.48.6.1584							WOS:A1985AJS8300023	4020610					
J	DOVIDIO, JF				DOVIDIO, JF			HELPING-BEHAVIOR AND ALTRUISM - AN EMPIRICAL AND CONCEPTUAL OVERVIEW	ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY																													0065-2601						1984	17						361	427		10.1016/S0065-2601(08)60123-9							WOS:A1984ABQ1900007						
J	REUCHLIN, M				REUCHLIN, M			DIFFERENTIAL PSYCHOLOGY AND EXPERIMENTAL SOCIAL-PSYCHOLOGY .1.	ANNEE PSYCHOLOGIQUE																													0003-5033						1984	84	2					267	295									WOS:A1984TH80500006						
J	FRAENKEL, DL				FRAENKEL, DL			THE RELATIONSHIP OF EMPATHY IN MOVEMENT TO SYNCHRONY, ECHOING, AND EMPATHY IN VERBAL INTERACTIONS	AMERICAN JOURNAL OF DANCE THERAPY																													0146-3721	1573-3262					1983	6						31	48		10.1007/BF02579518							WOS:A1983SE45700003						
J	DAVIS, MH				DAVIS, MH			THE EFFECTS OF DISPOSITIONAL EMPATHY ON EMOTIONAL-REACTIONS AND HELPING - A MULTIDIMENSIONAL APPROACH	JOURNAL OF PERSONALITY																													0022-3506						1983	51	2					167	184		10.1111/j.1467-6494.1983.tb00860.x							WOS:A1983QX75900003						
J	JOHNSON, JA; CHEEK, JM; SMITHER, R				JOHNSON, JA; CHEEK, JM; SMITHER, R			THE STRUCTURE OF EMPATHY	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514						1983	45	6					1299	1312		10.1037/0022-3514.45.6.1299							WOS:A1983RU41900013						
J	DAVIS, MH				DAVIS, MH			EMPATHIC CONCERN AND THE MUSCULAR-DYSTROPHY TELETHON - EMPATHY AS A MULTIDIMENSIONAL CONSTRUCT	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN																													0146-1672						1983	9	2					223	229		10.1177/0146167283092005							WOS:A1983RR96300005						
