PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Uren, SA; Graham, TM				Uren, Sarah A.; Graham, Tanya M.			Contextual elements of palliative caregiving in a low-income community	SOUTH AFRICAN JOURNAL OF PSYCHOLOGY																													0081-2463	2078-208X				MAR	2012	42	1					61	70		10.1177/008124631204200107							WOS:000301948600007						
J	Cha, J; Cichy, RF; Kim, S				Cha, JaeMin; Cichy, Ronald F.; Kim, SeungHyun			COMMITMENT AND VOLUNTEER-RELATED OUTCOMES AMONG PRIVATE CLUB BOARD AND COMMITTEE MEMBER VOLUNTEER LEADERS	JOURNAL OF HOSPITALITY & TOURISM RESEARCH																													1096-3480	1557-7554				AUG	2011	35	3					308	333		10.1177/1096348010384596							WOS:000292393400002						
J	Barraza, JA				Barraza, Jorge A.			Positive emotional expectations predict volunteer outcomes for new volunteers	MOTIVATION AND EMOTION																													0146-7239					JUN	2011	35	2					211	219		10.1007/s11031-011-9210-4							WOS:000290546500010						
B	Snyder, M		Forsyth, DR; Hoyt, CL		Snyder, Mark			Working for the Common Good: Individuals and Groups Address the Challenges Facing the World	FOR THE GREATER GOOD OF ALL: PERSPECTIVES ON INDIVIDUALISM, SOCIETY, AND LEADERSHIP	Jepson Studies in Leadership																														978-0-23011-626-9				2011							167	182			10.1057/9780230116269						WOS:000293012100010						
B	Mannino, CA; Snyder, M; Omoto, AM		Dunning, D		Mannino, Clelia Anna; Snyder, Mark; Omoto, Allen M.			Why Do People Get Involved? Motivations for Volunteerism and Other Forms of Social Action	SOCIAL MOTIVATION	Frontiers of Social Psychology																														978-1-84169-754-3				2011							127	146									WOS:000290209500007						
J	Taylor, SG; Kluemper, DH; Mossholder, KW				Taylor, Shannon G.; Kluemper, Donald H.; Mossholder, Kevin W.			Linking personallity to interpersonal citizenship behaviour: The moderating effect of empathy	JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY																Mossholder, Kevin W/E-2490-2012; Girault, Johann/B-2430-2012	Mossholder, Kevin/0000-0002-3145-8757												0963-1798	2044-8325				DEC	2010	83	4					815	834		10.1348/096317909X475794							WOS:000286170200001						
J	Omoto, AM; Snyder, M; Hackett, JD				Omoto, Allen M.; Snyder, Mark; Hackett, Justin D.			Personality and Motivational Antecedents of Activism and Civic Engagement	JOURNAL OF PERSONALITY																													0022-3506	1467-6494				DEC	2010	78	6					1703	1734		10.1111/j.1467-6494.2010.00667.x							WOS:000283729200005	21039529					
J	Jimenez, MLV; Fuertes, FC; Abad, MJS				Vecina Jimenez, Maria Luisa; Chacon Fuertes, Fernando; Sueiro Abad, Manuel J.			Differences and Similarities among Volunteers who Drop out During the first Year and Volunteers who Continue after eight Years	SPANISH JOURNAL OF PSYCHOLOGY																Vecina, Maria L/F-1931-2016; Fernando, Chacon/AAV-5524-2020; Vecina, Maria L./AAR-5358-2020	Fernando, Chacon/0000-0002-9649-0774; Vecina, Maria L./0000-0002-7605-3067												1138-7416	1988-2904				MAY	2010	13	1					343	352		10.1017/S1138741600003905							WOS:000277637600027	20480701					
J	Murayama, H; Taguchi, A; Murashima, S				Murayama, Hiroshi; Taguchi, Atsuko; Murashima, Sachiyo			The Relationships Between Feelings of Satisfaction and Burden With Respect to Activity and Social Support Among Health Promotion Volunteers in Japan	HEALTH EDUCATION & BEHAVIOR																													1090-1981					APR	2010	37	2					275	287		10.1177/1090198109341782							WOS:000276622900008	19843687					
J	Kulik, L				Kulik, Liat			Women's Experiences With Volunteering: A Comparative Analysis by Stages of the Life Cycle	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY																	Kulik, Liat/0000-0001-5817-1273												0021-9029	1559-1816				FEB	2010	40	2					360	388		10.1111/j.1559-1816.2009.00578.x							WOS:000274622400006						
S	Steyaert, C; Van Looy, B		Steyaert, C; VanLooy, B		Steyaert, Chris; Van Looy, Bart			Participative Organizing as Relational Practice	RELATIONAL PRACTICES, PARTICIPATIVE ORGANIZING	Advanced Series in Management																												1877-6361		978-0-85724-006-4				2010	7						1	+		10.1108/S1877-6361(2010)0000007005							WOS:000300570100001						
J	Finkelstien, MA				Finkelstien, Marcia A.			Intrinsic vs. extrinsic motivational orientations and the volunteer process	PERSONALITY AND INDIVIDUAL DIFFERENCES																													0191-8869					APR	2009	46	5-6					653	658		10.1016/j.paid.2009.01.010							WOS:000264255400016						
J	Stukas, AA; Worth, KA; Clary, EG; Snyder, M				Stukas, Arthur A.; Worth, Keilah A.; Clary, E. Gil; Snyder, Mark			The Matching of Motivations to Affordances in the Volunteer Environment	NONPROFIT AND VOLUNTARY SECTOR QUARTERLY																	Stukas, Arthur/0000-0003-1006-0851												0899-7640					FEB	2009	38	1					5	28		10.1177/0899764008314810							WOS:000262100400001						
J	Jimenez, MLV; Fuertes, FC; Abad, MJS				Vecina Jimenez, Maria Luisa; Chacon Fuertes, Fernando; Sueiro Abad, Manuel J.			Volunteer satisfaction: Internal structure and relationship with permanence in organizations	PSICOTHEMA																Vecina, Maria L./AAR-5358-2020; Fernando, Chacon/AAV-5524-2020; Vecina, Maria L/F-1931-2016	Vecina, Maria L./0000-0002-7605-3067; Fernando, Chacon/0000-0002-9649-0774; 												0214-9915	1886-144X				FEB	2009	21	1					112	117									WOS:000262525000018	19178865					
B	Schlosser, F; Zinni, DM; Templer, A		Savage, GT; Fottler, MD		Schlosser, Francine; Zinni, Deborah M.; Templer, Andrew			USING SELF-CONCEPT THEORY TO IDENTIFY AND DEVELOP VOLUNTEER LEADER POTENTIAL IN HEALTHCARE	BIENNIAL REVIEW OF HEALTH CARE MANAGEMENT: MESO PERSPECTIVE	Advances in Health Care Management																Schlosser, Francine/0000-0001-7420-0652														978-1-84855-672-0				2009	8						21	47		10.1108/S1474-8231(2009)0000008006							WOS:000270924000003						
J	Snyder, M				Snyder, Mark			In the Footsteps of Kurt Lewin: Practical Theorizing, Action Research, and the Psychology of Social Action	JOURNAL OF SOCIAL ISSUES																													0022-4537	1540-4560					2009	65	1					225	245		10.1111/j.1540-4560.2008.01597.x							WOS:000262646700014						
J	Snyder, M; Omoto, AM				Snyder, Mark; Omoto, Allen M.			Volunteerism: Social Issues Perspectives and Social Policy Implications	SOCIAL ISSUES AND POLICY REVIEW																													1751-2395	1751-2409				DEC	2008	2	1					1	36		10.1111/j.1751-2409.2008.00009.x							WOS:000209351000001						
J	Einolf, CJ				Einolf, Christopher J.			Empathic concern and prosocial behaviors: A test of experimental results using survey data	SOCIAL SCIENCE RESEARCH																													0049-089X					DEC	2008	37	4					1267	1279		10.1016/j.ssresearch.2007.06.003							WOS:000259685100014	19227702					
J	Miller, DN; Nickerson, AB; Chafouleas, SM; Osborne, KM				Miller, David N.; Nickerson, Amanda B.; Chafouleas, Sandra M.; Osborne, Kristina M.			Authentically happy school psychologists: Applications of positive psychology for enhancing professional satisfaction and fulfillment	PSYCHOLOGY IN THE SCHOOLS																													0033-3085	1520-6807				SEP	2008	45	8					679	692		10.1002/pits.20334							WOS:000258747800001						
J	Murayama, H; Taguchi, A; Murashima, S				Murayama, Hiroshi; Taguchi, Atsuko; Murashima, Sachiyo			Differences in psychosocial factors among novice, experienced, and veteran health promotion volunteers in Japan	PUBLIC HEALTH NURSING																													0737-1209	1525-1446				MAY-JUN	2008	25	3					253	260		10.1111/j.1525-1446.2008.00702.x							WOS:000255754700007	18477376					
J	Beale, B; Wilkes, L; Power, B; Beale, R				Beale, B.; Wilkes, L.; Power, B.; Beale, R.			Aunties and Uncles Co-operative Family Project: the experiences of children, volunteers and parents	CHILD CARE HEALTH AND DEVELOPMENT																													0305-1862					MAR	2008	34	2					173	179		10.1111/j.1365-2214.2007.00773.x							WOS:000252895900005	18257789					
J	Van Vianen, AEM; Nijstad, BA; Voskuijl, OF				Van Vianen, Annelies E. M.; Nijstad, Bernard A.; Voskuijl, Olga F.			A person-environment fit approach to volunteerism: Volunteer personality fit and culture fit as predictors of affective outcomes	BASIC AND APPLIED SOCIAL PSYCHOLOGY																Nijstad, Bernard/AAY-7249-2020	van Vianen, Annelies/0000-0002-3931-0394												0197-3533	1532-4834					2008	30	2					153	166		10.1080/01973530802209194							WOS:000258678500006						
J	Finkelstein, MA				Finkelstein, Marcia A.			Volunteer satisfaction and volunteer action: a functional approach	SOCIAL BEHAVIOR AND PERSONALITY																													0301-2212	1179-6391					2008	36	1					9	17		10.2224/sbp.2008.36.1.9							WOS:000254835100002						
J	Finkelstein, MA				Finkelstein, Marcia A.			PREDICTORS OF VOLUNTEER TIME: THE CHANGING CONTRIBUTIONS OF MOTIVE FULFILLMENT AND ROLE IDENTITY	SOCIAL BEHAVIOR AND PERSONALITY																													0301-2212	1179-6391					2008	36	10					1353	1363		10.2224/sbp.2008.36.10.1353							WOS:000263043200006						
J	de Leon, MCD; Fuertes, FC				Celeste Davila de Leon, Maria; Chacon Fuertes, Fernando			Prediction of longevity of volunteer service: A basic alternative proposal	SPANISH JOURNAL OF PSYCHOLOGY																Davila, Maria Celeste/F-6900-2016; Fernando, Chacon/AAV-5524-2020	Davila, Maria Celeste/0000-0002-6733-8773; Fernando, Chacon/0000-0002-9649-0774												1138-7416	1988-2904				MAY	2007	10	1					115	121		10.1017/S1138741600006375							WOS:000246215000011	17549884					
J	Finkelstein, MA; Brannick, MT				Finkelstein, Marcia A.; Brannick, Michael T.			Applying theories of institutional helping to informal volunteering: Motives, role identity, and prosocial personality	SOCIAL BEHAVIOR AND PERSONALITY																													0301-2212	1179-6391					2007	35	1					101	114		10.2224/sbp.2007.35.1.101							WOS:000244620100010						
J	Chacon, F; Vecina, ML; Davila, MC				Chacon, Fernando; Luisa Vecina, Maria; Celeste Davila, Maria			The three-stage model of volunteers' duration of service	SOCIAL BEHAVIOR AND PERSONALITY																Fernando, Chacon/AAV-5524-2020; Vecina, Maria L/F-1931-2016; Chacon, Fernando/AAA-6919-2019; Vecina, Maria L./AAR-5358-2020	Fernando, Chacon/0000-0002-9649-0774; Vecina, Maria L./0000-0002-7605-3067; Davila de Leon, Maria Celeste/0000-0002-6733-8773												0301-2212	1179-6391					2007	35	5					627	642		10.2224/sbp.2007.35.5.627							WOS:000249162000005						
J	Hellman, CM; House, D				Hellman, CM; House, D			Volunteers serving victims of sexual assault	JOURNAL OF SOCIAL PSYCHOLOGY																	Hellman, Chan/0000-0002-9897-9637												0022-4545					FEB	2006	146	1					117	123		10.3200/SOCP.146.1.117-123							WOS:000235146800008	16480125					
J	Cheung, FYL; Tang, CSK; Yan, ECW				Cheung, Francis Yue-Lok; Tang, Catherine So-kum; Yan, Elsie Chau-wai			Factors influencing intention to continue volunteering: A study of older Chinese in Hong Kong	JOURNAL OF SOCIAL SERVICE RESEARCH																/D-4952-2009	/0000-0002-0604-6259; Cheung, Francis/0000-0002-2157-8333												0148-8376						2006	32	4					193	209		10.1300/J079v32n04_11							WOS:000243056600011						
J	Finkelstein, MA				Finkelstein, Marcia A.			Dispositional predictors of Organizational Citizenship Behavior: Motives, motive fulfillment, and role identity	SOCIAL BEHAVIOR AND PERSONALITY																													0301-2212	1179-6391					2006	34	6					603	616		10.2224/sbp.2006.34.6.603							WOS:000239254400001						
J	Gillath, O; Shaver, PR; Mikulincer, M; Nitzberg, RE; Erez, A; Van Ijzendoorn, MH				Gillath, O; Shaver, PR; Mikulincer, M; Nitzberg, RE; Erez, A; Van Ijzendoorn, MH			Attachment, caregiving, and volunteering: Placing volunteerism in an attachment-theoretical framework	PERSONAL RELATIONSHIPS																Gillath, Omri/A-8171-2009; van IJzendoorn, Marinus H/I-1379-2012; van IJzendoorn, Marinus/P-4907-2019	van IJzendoorn, Marinus H/0000-0003-1144-454X; Gillath, Omri/0000-0001-8791-227X												1350-4126	1475-6811				DEC	2005	12	4					425	446		10.1111/j.1475-6811.2005.00124.x							WOS:000233063400001						
J	Sturmer, S; Snyder, M; Omoto, AM				Sturmer, S; Snyder, M; Omoto, AM			Prosocial emotions and helping: The moderating role of group membership	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					MAR	2005	88	3					532	546		10.1037/0022-3514.88.3.532							WOS:000227310400008	15740444					
B	Davis, MH		Omoto, AM		Davis, MH			Becoming (and remaining) a community volunteer: Does personality matter?	PROCESSES OF COMMUNITY CHANGE AND SOCIAL ACTION	Claremont Symposium on Applied Social Psychology Series				Annual Claremont Symposium on Applied Social Psychology	MAR, 2002	Claremont, CA																								0-8058-4394-9				2005							67	82									WOS:000228441200005						
J	Finkelstein, MA; Penner, LA; Brannick, MT				Finkelstein, MA; Penner, LA; Brannick, MT			Motive, role identity, and prosocial personality as predictors of volunteer activity	SOCIAL BEHAVIOR AND PERSONALITY																													0301-2212	1179-6391					2005	33	4					403	418		10.2224/sbp.2005.33.4.403							WOS:000229893700007						
