PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Althaus, M; Groen, Y; Wijers, AA; Noltes, H; Tucha, O; Hoekstra, PJ				Althaus, M.; Groen, Y.; Wijers, A. A.; Noltes, H.; Tucha, O.; Hoekstra, P. J.			Oxytocin enhances orienting to social information in a selective group of high-functioning male adults with autism spectrum disorder	NEUROPSYCHOLOGIA																Tucha, Oliver/AAD-1403-2019	Groen, Yvonne/0000-0002-7242-0317												0028-3932	1873-3514				DEC	2015	79		A				53	69		10.1016/j.neuropsychologia.2015.10.025							WOS:000366879300006	26498227					
J	Li, ZX; Zhu, LQ				Li Zhan-Xing; Zhu Li-Qi			Psychological and Brain Mechanisms of Moral Reasoning for Individuals With Autism	PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS																													1000-3282					DEC	2015	42	12					1103	1111									WOS:000367202700004						
J	Robinson, EV; Rogers, R				Robinson, Emily V.; Rogers, Richard			Empathy Faking in Psychopathic Offenders: The Vulnerability of Empathy Measures	JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT																													0882-2689	1573-3505				DEC	2015	37	4					545	552		10.1007/s10862-015-9479-9							WOS:000365764100001						
J	Berger, C; Batanova, M; Cance, JD				Berger, Christian; Batanova, Milena; Duncan Cance, Jessica			Aggressive and Prosocial? Examining Latent Profiles of Behavior, Social Status, Machiavellianism, and Empathy	JOURNAL OF YOUTH AND ADOLESCENCE																	Berger, Christian/0000-0003-1909-7490; Cance, Jessica/0000-0002-2797-0037												0047-2891	1573-6601				DEC	2015	44	12			SI		2230	2244		10.1007/s10964-015-0298-9							WOS:000364572900003	25987411					
J	Bower, AR; Nishina, A; Witkow, MR; Bellmore, A				Bower, Andrew R.; Nishina, Adrienne; Witkow, Melissa R.; Bellmore, Amy			Nice Guys and Gals Finish Last? Not in Early Adolescence When Empathic, Accepted, and Popular Peers are Desirable	JOURNAL OF YOUTH AND ADOLESCENCE																													0047-2891	1573-6601				DEC	2015	44	12			SI		2275	2288		10.1007/s10964-015-0346-5							WOS:000364572900006	26316305					
J	Zilioli, S; Ponzi, D; Henry, A; Maestripieri, D				Zilioli, Samuele; Ponzi, Davide; Henry, Andrea; Maestripieri, Dario			Testosterone, Cortisol and Empathy: Evidence for the Dual-Hormone Hypothesis	ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY																Ponzi, Davide/AAP-4520-2020	Ponzi, Davide/0000-0001-5112-8336												2198-7335					DEC	2015	1	4					421	433		10.1007/s40750-014-0017-x							WOS:000422559200003						
J	Andretta, JR; Ramirez, AM; Barnes, ME; Odom, T; Roberson-Adams, S; Woodland, MH				Andretta, James R.; Ramirez, Aaron M.; Barnes, Michael E.; Odom, Terri; Roberson-Adams, Shelia; Woodland, Malcolm H.			Perceived Parental Security Profiles in African American Adolescents Involved in the Juvenile Justice System	JOURNAL OF FAMILY PSYCHOLOGY																													0893-3200	1939-1293				DEC	2015	29	6					884	894		10.1037/fam0000105							WOS:000369604000008	26376427					
J	Ho, AK; Sidanius, J; Kteily, N; Sheehy-Skeffington, J; Pratto, F; Henkel, KE; Foels, R; Stewart, AL				Ho, Arnold K.; Sidanius, Jim; Kteily, Nour; Sheehy-Skeffington, Jennifer; Pratto, Felicia; Henkel, Kristin E.; Foels, Rob; Stewart, Andrew L.			The Nature of Social Dominance Orientation: Theorizing and Measuring Preferences for Intergroup Inequality Using the New SDO7 Scale	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				DEC	2015	109	6					1003	1028		10.1037/pspi0000033							WOS:000366315700004	26479362					
J	Knight, GP; Carlo, G; Basilio, CD; Jacobson, RP				Knight, George P.; Carlo, Gustavo; Basilio, Camille D.; Jacobson, Ryan P.			Familism Values, Perspective Taking, and Prosocial Moral Reasoning: Predicting Prosocial Tendencies Among Mexican American Adolescents	JOURNAL OF RESEARCH ON ADOLESCENCE																Carlo, Gustavo/AAN-6177-2020	Carlo, Gustavo/0000-0002-4967-241X												1050-8392	1532-7795				DEC	2015	25	4					717	727		10.1111/jora.12164							WOS:000363776800010						
J	Shields, DL; Funk, CD; Bredemeier, BL				Shields, David Light; Funk, Christopher D.; Bredemeier, Brenda Light			Predictors of Moral Disengagement in Sport	JOURNAL OF SPORT & EXERCISE PSYCHOLOGY																													0895-2779	1543-2904				DEC	2015	37	6					646	658		10.1123/jsep.2015-0110							WOS:000370914000007	26866772					
J	Curtin, N; Stewart, AJ; Cole, ER				Curtin, Nicola; Stewart, Abigail J.; Cole, Elizabeth R.			Challenging the Status Quo: The Role of Intersectional Awareness in Activism for Social Change and Pro-Social Intergroup Attitudes	PSYCHOLOGY OF WOMEN QUARTERLY																													0361-6843	1471-6402				DEC	2015	39	4					512	529		10.1177/0361684315580439							WOS:000366676400008						
J	Carre, JM; Ortiz, TL; Labine, B; Moreau, BJP; Viding, E; Neumann, CS; Goldfarb, B				Carre, Justin M.; Ortiz, Triana L.; Labine, Brandy; Moreau, Benjamin J. P.; Viding, Essi; Neumann, Craig S.; Goldfarb, Bernard			Digit ratio (2D:4D) and psychopathic traits moderate the effect of exogenous testosterone on socio-cognitive processes in men	PSYCHONEUROENDOCRINOLOGY																Neumann, Craig/B-2241-2008	neumann, craig/0000-0002-3825-2153; Viding, Essi/0000-0001-8468-8874												0306-4530					DEC	2015	62						319	326		10.1016/j.psyneuen.2015.08.023							WOS:000365062900035	26356040					
J	Lamberton, CM; Leana, CR; Williams, JM				Lamberton, Cait M.; Leana, Carrie R.; Williams, John M.			Measuring Empathetic Care: Development and Validation of a Self-Report Scale	JOURNAL OF APPLIED GERONTOLOGY																	Leana, Carrie/0000-0002-4558-1633												0733-4648	1552-4523				DEC	2015	34	8					1028	1053		10.1177/0733464813507131							WOS:000364165000006	24652907					
J	Higuchi, Y; Uchitomi, Y; Fujimori, M; Koyama, T; Kataoka, H; Kitamura, Y; Sendo, T; Inagaki, M				Higuchi, Yuji; Uchitomi, Yosuke; Fujimori, Maiko; Koyama, Toshihiro; Kataoka, Hitomi; Kitamura, Yoshihisa; Sendo, Toshiaki; Inagaki, Masatoshi			Exploring autistic-like traits relating to empathic attitude and psychological distress in hospital pharmacists	INTERNATIONAL JOURNAL OF CLINICAL PHARMACY																Uchitomi, Yosuke/E-1463-2015; Inagaki, Masatoshi/J-3438-2019; Koyama, Toshihiro/R-9396-2019; KITAMURA, Yoshihisa/B-2036-2011; Fujimori, Maiko/N-2883-2019	Inagaki, Masatoshi/0000-0002-9822-8649; Koyama, Toshihiro/0000-0002-7755-1754; KITAMURA, Yoshihisa/0000-0002-3652-3722; 												2210-7703	2210-7711				DEC	2015	37	6					1258	1266		10.1007/s11096-015-0204-2							WOS:000363490100042	26441314					
J	Zorza, JP; Marino, J; Mesas, AA				Zorza, Juan P.; Marino, Julian; Mesas, Alberto Acosta			The influence of effortful control and empathy on perception of school climate	EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION																Acosta, Alberto/M-1498-2018	Acosta, Alberto/0000-0003-2790-9743												0256-2928	1878-5174				DEC	2015	30	4					457	472		10.1007/s10212-015-0261-x							WOS:000361829000005						
J	Vongas, JG; Al Hajj, R				Vongas, John G.; Al Hajj, Raghid			The Evolution of Empathy and Women's Precarious Leadership Appointments	FRONTIERS IN PSYCHOLOGY																													1664-1078					NOV 12	2015	6								1751	10.3389/fpsyg.2015.01751							WOS:000365219300002	26617564					
J	Deliens, G; Stercq, F; Mary, A; Slama, H; Cleeremans, A; Peigneux, P; Kissine, M				Deliens, Gaetane; Stercq, Fanny; Mary, Alison; Slama, Hichem; Cleeremans, Axel; Peigneux, Philippe; Kissine, Mikhail			Impact of Acute Sleep Deprivation on Sarcasm Detection	PLOS ONE																Kissine, Mikhail/AAE-9184-2020	Kissine, Mikhail/0000-0001-6693-9772; Slama, Hichem/0000-0003-3856-4488; Mary, Alison/0000-0002-4298-1922; Peigneux, Philippe/0000-0003-4745-1434												1932-6203					NOV 4	2015	10	11							e0140527	10.1371/journal.pone.0140527							WOS:000364298400023	26535906					
J	Suzuki, Y; Galli, L; Ikeda, A; Itakura, S; Kitazaki, M				Suzuki, Yutaka; Galli, Lisa; Ikeda, Ayaka; Itakura, Shoji; Kitazaki, Michiteru			Measuring empathy for human and robot hand pain using electroencephalography	SCIENTIFIC REPORTS																Kitazaki, Mitchiteru/AAI-6554-2020	Kitazaki, Mitchiteru/0000-0003-0966-4842												2045-2322					NOV 3	2015	5								15924	10.1038/srep15924							WOS:000363964800001	26525705					
J	Willard, J; Madon, S; Curran, T				Willard, Jennifer; Madon, Stephanie; Curran, Timothy			Taking Blame for Other People's Misconduct	BEHAVIORAL SCIENCES & THE LAW																													0735-3936	1099-0798				NOV-DEC	2015	33	6			SI		771	783		10.1002/bsl.2164							WOS:000368432500004	25640323					
J	Rajhans, P; Missana, M; Krol, KM; Grossmann, T				Rajhans, Purva; Missana, Manuela; Krol, Kathleen M.; Grossmann, Tobias			The association of temperament and maternal empathy with individual differences in infants' neural responses to emotional body expressions	DEVELOPMENT AND PSYCHOPATHOLOGY																Krol, Kathleen/L-1817-2019; Grossmann, Tobias/H-6364-2019	Krol, Kathleen/0000-0002-8098-3195; Grossmann, Tobias/0000-0002-1116-6423												0954-5794	1469-2198				NOV	2015	27	4	1				1205	1216		10.1017/S0954579415000772							WOS:000368236000017	26439071					
J	Shirako, A; Kilduff, GJ; Kray, LJ				Shirako, Aiwa; Kilduff, Gavin J.; Kray, Laura J.			Is there a place for sympathy in negotiation? Finding strength in weakness	ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES																													0749-5978	1095-9920				NOV	2015	131						95	109		10.1016/j.obhdp.2015.09.004							WOS:000367484800007						
J	Tunney, RJ; Ziegler, FV				Tunney, Richard J.; Ziegler, Fenja V.			Toward a Psychology of Surrogate Decision Making	PERSPECTIVES ON PSYCHOLOGICAL SCIENCE																Ziegler, Fenja V./J-4482-2013	Ziegler, Fenja V./0000-0002-3519-9262; Tunney, Richard/0000-0003-4673-757X												1745-6916	1745-6924				NOV	2015	10	6					880	885		10.1177/1745691615598508							WOS:000365583400023	26581742					
J	Walters, MA				Walters, Mark Austin			'I THOUGHT "HE'S A MONSTER" ... [BUT] HE WAS JUST ... NORMAL'	BRITISH JOURNAL OF CRIMINOLOGY																Zsebok, Sandor/H-4768-2015	Zsebok, Sandor/0000-0003-4463-4753												0007-0955	1464-3529				NOV	2015	55	6					1207	1225		10.1093/bjc/azv026							WOS:000365138200011						
J	Toller, G; Adhimoolam, B; Rankin, KP; Huppertz, HJ; Kurthen, M; Jokeit, H				Toller, Gianina; Adhimoolam, Babu; Rankin, Katherine P.; Huppertz, Hans-Juergen; Kurthen, Martin; Jokeit, Hennric			Right fronto-limbic atrophy is associated with reduced empathy in refractory unilateral mesial temporal lobe epilepsy	NEUROPSYCHOLOGIA																	Huppertz, Hans-Jurgen/0000-0003-3856-9094												0028-3932	1873-3514				NOV	2015	78						80	87		10.1016/j.neuropsychologia.2015.09.010							WOS:000365053800009	26363299					
J	Koopman, EM				Koopman, Eva Maria (Emy)			How Texts About Suffering Trigger Reflection: Genre, Personal Factors, and Affective Responses	PSYCHOLOGY OF AESTHETICS CREATIVITY AND THE ARTS																													1931-3896	1931-390X				NOV	2015	9	4					430	441		10.1037/aca0000006							WOS:000364588000010						
J	Shepperd, JA; Miller, WA; Smith, CT				Shepperd, James A.; Miller, Wendi A.; Smith, Colin Tucker			Religiousness and aggression in adolescents: The mediating roles of self-control and compassion	AGGRESSIVE BEHAVIOR																													0096-140X	1098-2337				NOV-DEC	2015	41	6					608	621		10.1002/ab.21600							WOS:000363324400009	26205757					
J	Buck, E; Holden, M; Szauter, K				Buck, Era; Holden, Mark; Szauter, Karen			A Methodological Review of the Assessment of Humanism in Medical Students	ACADEMIC MEDICINE					Annual Meeting of the Association-of-American-Medical-Colleges/54th Annual Conference on Research in Medical Education	NOV 06-10, 2015	Baltimore, MD	Assoc Amer Med Coll																					1040-2446	1938-808X				NOV	2015	90	11		S			S14	S23		10.1097/ACM.0000000000000910							WOS:000375840200004	26505097					
J	Kleinsmith, A; Rivera-Gutierrez, D; Finney, G; Cendan, J; Lok, B				Kleinsmith, Andrea; Rivera-Gutierrez, Diego; Finney, Glen; Cendan, Juan; Lok, Benjamin			Understanding empathy training with virtual patients	COMPUTERS IN HUMAN BEHAVIOR																Cendan, Juan C./F-2303-2011	Cendan, Juan C./0000-0002-2744-4838												0747-5632	1873-7692				NOV	2015	52						151	158		10.1016/j.chb.2015.05.033							WOS:000360951200018	26166942					
J	Kteily, N; Bruneau, E; Waytz, A; Cotterill, S				Kteily, Nour; Bruneau, Emile; Waytz, Adam; Cotterill, Sarah			The Ascent of Man: Theoretical and Empirical Evidence for Blatant Dehumanization	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																	Bruneau, Emile/0000-0001-7294-8675												0022-3514	1939-1315				NOV	2015	109	5					901	931		10.1037/pspp0000048							WOS:000363336300010	26121523					
J	Hu, KS; Fan, ZW; He, SC				Hu, Kesong; Fan, Zhiwei; He, Shuchang			Uncovering the interaction between empathetic pain and cognition	PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG																Hu, Kesong/H-2780-2019													0340-0727	1430-2772				NOV	2015	79	6					1054	1063		10.1007/s00426-014-0634-9							WOS:000364026000014	25476997					
J	Nazarewicz, J; Verdejo-Garcia, A; Giummarra, MJ				Nazarewicz, Julia; Verdejo-Garcia, Antonio; Giummarra, Melita J.			Sympathetic pain? A role of poor parasympathetic nervous system engagement in vicarious pain states	PSYCHOPHYSIOLOGY																Giummarra, Melita/H-8387-2012	Giummarra, Melita/0000-0001-7839-6058; Verdejo-Garcia, Antonio/0000-0001-8874-9339												0048-5772	1469-8986				NOV	2015	52	11					1529	1537		10.1111/psyp.12516							WOS:000362497000011	26338210					
J	Pernigo, S; Gambina, G; Valbusa, V; Condoleo, MT; Broggio, E; Beltramello, A; Moretto, G; Moro, V				Pernigo, Simone; Gambina, Giuseppe; Valbusa, Valeria; Condoleo, Maria Teresa; Broggio, Elisabetta; Beltramello, Alberto; Moretto, Giuseppe; Moro, Valentina			Behavioral and neural correlates of visual emotion discrimination and empathy in mild cognitive impairment	BEHAVIOURAL BRAIN RESEARCH																Moro, Valentina/K-6464-2016	Moro, Valentina/0000-0002-7119-7264												0166-4328	1872-7549				NOV 1	2015	294						111	122		10.1016/j.bbr.2015.07.047							WOS:000361934000014	26222787					
J	Hidalgo, CTR; Tan, ESH; Verlegh, PWJ				Hidalgo, C. T. Rodriguez; Tan, E. S. H.; Verlegh, P. W. J.			The social sharing of emotion (SSE) in online social networks: A case study in Live Journal	COMPUTERS IN HUMAN BEHAVIOR																	Rodriguez-Hidalgo, Carmina/0000-0002-1690-9572; Verlegh, P.W.J./0000-0002-0249-5583												0747-5632	1873-7692				NOV	2015	52						364	372		10.1016/j.chb.2015.05.009							WOS:000360951200041						
J	Launay, J; Pearce, E; Wlodarski, R; van Duijn, M; Carney, J; Dunbar, RIM				Launay, Jacques; Pearce, Eiluned; Wlodarski, Rafael; van Duijn, Max; Carney, James; Dunbar, Robin I. M.			Higher-order mentalising and executive functioning	PERSONALITY AND INDIVIDUAL DIFFERENCES																Launay, Jacques/O-1381-2015	Launay, Jacques/0000-0002-4266-6834; Pearce, Eiluned/0000-0002-4347-317X; Carney, James/0000-0001-6064-7867												0191-8869					NOV	2015	86						6	14		10.1016/j.paid.2015.05.021							WOS:000360255000002	26543298					
J	Lishner, DA; Hong, PY; Jiang, LX; Vitacco, MJ; Neumann, CS				Lishner, David A.; Hong, Phan Y.; Jiang, Lixin; Vitacco, Michael J.; Neumann, Craig S.			Psychopathy, narcissism, and borderline personality: A critical test of the affective empathy-impairment hypothesis	PERSONALITY AND INDIVIDUAL DIFFERENCES																Neumann, Craig/B-2241-2008	Jiang, Lixin/0000-0003-0853-9329; neumann, craig/0000-0002-3825-2153												0191-8869					NOV	2015	86						257	265		10.1016/j.paid.2015.05.036							WOS:000360255000044						
J	Winning, AP; Boag, S				Winning, Anthony P.; Boag, Simon			Does brief mindfulness training increase empathy? The role of personality	PERSONALITY AND INDIVIDUAL DIFFERENCES																	Boag, Simon/0000-0001-9059-4065												0191-8869					NOV	2015	86						492	498		10.1016/j.paid.2015.07.011							WOS:000360255000085						
J	Ruckmann, J; Bodden, M; Jansen, A; Kircher, T; Dodel, R; Rief, W				Ruckmann, Judith; Bodden, Maren; Jansen, Andreas; Kircher, Tilo; Dodel, Richard; Rief, Winfried			How pain empathy depends on ingroup/outgroup decisions: A functional magnet resonance imaging study	PSYCHIATRY RESEARCH-NEUROIMAGING																Kircher, Tilo/AAT-6480-2020; Jansen, Andreas/AAL-5264-2020	Kircher, Tilo/0000-0002-2514-2625; Jansen, Andreas/0000-0002-3140-8207												0925-4927	1872-7506				OCT 30	2015	234	1					57	65		10.1016/j.pscychresns.2015.08.006							WOS:000365221500008	26323252					
J	Kawakami, A; Katahira, K				Kawakami, Ai; Katahira, Kenji			Influence of trait empathy on the emotion evoked by sad music and on the preference for it	FRONTIERS IN PSYCHOLOGY																katahira, kenji/AAL-3209-2020													1664-1078					OCT 27	2015	6								1541	10.3389/fpsyg.2015.01541							WOS:000364133500001	26578992					
J	Gong, PY; Liu, JT; Blue, PR; Li, S; Zhou, XL				Gong, Pingyuan; Liu, Jinting; Blue, Philip R.; Li, She; Zhou, Xiaolin			Serotonin receptor gene (HTR2A) T102C polymorphism modulates individuals' perspective taking ability and autistic-like traits	FRONTIERS IN HUMAN NEUROSCIENCE																	Pingyuan, Gong/0000-0002-3915-2584; Liu, Jinting/0000-0003-2136-8560												1662-5161					OCT 23	2015	9								575	10.3389/fnhum.2015.00575							WOS:000365313700001	26557070					
J	Jiang, XM; Zhou, XL				Jiang, Xiaoming; Zhou, Xiaolin			Who is respectful? Effects of social context and individual empathic ability on ambiguity resolution during utterance comprehension	FRONTIERS IN PSYCHOLOGY																Jiang, Xiaoming/H-8324-2019	Jiang, Xiaoming/0000-0002-5171-9774												1664-1078					OCT 23	2015	6								1588	10.3389/fpsyg.2015.01588							WOS:000364125200001	26557102					
J	Hennion, S; Szurhaj, W; Duhamel, A; Lopes, R; Tyvaert, L; Derambure, P; Delbeuck, X				Hennion, Sophie; Szurhaj, William; Duhamel, Alain; Lopes, Renaud; Tyvaert, Louise; Derambure, Philippe; Delbeuck, Xavier			Characterization and prediction of the recognition of emotional faces and emotional bursts in temporal lobe epilepsy	JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY																DELBEUCK, XAVIER/G-6228-2018; DELBEUCK, XAVIER/AAE-6539-2020; Derambure, Philippe/AAK-8546-2020; Hennion, Sophie/C-1023-2014	DELBEUCK, XAVIER/0000-0003-0869-8637; DELBEUCK, XAVIER/0000-0003-0869-8637; Szurhaj, William/0000-0003-4112-3691; Hennion, Sophie/0000-0002-9418-8811; Lopes, Renaud/0000-0002-2425-2283												1380-3395	1744-411X				OCT 21	2015	37	9					931	945		10.1080/13803395.2015.1068280							WOS:000360647100003	26332173					
J	Uceyler, N; Zeller, J; Kewenig, S; Kittel-Schneider, S; Fallgatter, AJ; Sommer, C				Ueceyler, Nurcan; Zeller, Julia; Kewenig, Susanne; Kittel-Schneider, Sarah; Fallgatter, Andreas J.; Sommer, Claudia			Increased cortical activation upon painful stimulation in fibromyalgia syndrome	BMC NEUROLOGY																Sommer, Claudia L/A-9820-2010	Sommer, Claudia L/0000-0002-7064-5002; Uceyler, Nurcan/0000-0001-6973-6428; Kittel-Schneider, Sarah/0000-0003-3057-6150												1471-2377					OCT 20	2015	15								210	10.1186/s12883-015-0472-4							WOS:000363310700002	26486985					
J	Xiao, QG; Zhu, Y; Luo, WB				Xiao, Qianguo; Zhu, Yi; Luo, Wen-bo			Experiencing Physical Pain Leads to More Sympathetic Moral Judgments	PLOS ONE																Xiao, Qianguo/AAL-5131-2020													1932-6203					OCT 14	2015	10	10							e0140580	10.1371/journal.pone.0140580							WOS:000363183100149	26465603					
J	Cowell, JM; Decety, J				Cowell, Jason M.; Decety, Jean			Precursors to morality in development as a complex interplay between neural, socioenvironmental, and behavioral facets	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																													0027-8424					OCT 13	2015	112	41					12657	12662		10.1073/pnas.1508832112							WOS:000363130900037	26324885					
J	Man-Ging, CI; Bohm, B; Fuchs, KA; Witte, S; Frick, E				Man-Ging, Carlos Ignacio; Boehm, Bettina; Fuchs, Katharina Anna; Witte, Susanne; Frick, Eckhard			Improving Empathy in the Prevention of Sexual Abuse Against Children and Youngsters	JOURNAL OF CHILD SEXUAL ABUSE																Witte, Susanne/AAD-5374-2019													1053-8712	1547-0679				OCT 3	2015	24	7					796	815		10.1080/10538712.2015.1077366							WOS:000364196600005	26523447					
J	Nielsen, MK; Slade, L; Levy, JP; Holmes, A				Nielsen, Maria Kragh; Slade, Lance; Levy, Joseph P.; Holmes, Amanda			Inclined to see it your way: Do altercentric intrusion effects in visual perspective taking reflect an intrinsically social process?	QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY																	Slade, Lance/0000-0001-7846-7522												1747-0218	1747-0226				OCT 3	2015	68	10					1931	1951		10.1080/17470218.2015.1023206							WOS:000360295200001	25849956					
J	Bailey, E; Wojdynski, BW				Bailey, Erica; Wojdynski, Bartosz W.			Effects of "Meaningful" Entertainment on Altruistic Behaviour: Investigating Potential Mediators	JOURNAL OF BROADCASTING & ELECTRONIC MEDIA																Wojdynski, Bartosz/AAP-2963-2020	Wojdynski, Bartosz/0000-0002-3042-4272												0883-8151	1550-6878				OCT 2	2015	59	4					603	619		10.1080/08838151.2015.1093484							WOS:000365666900004						
J	Veludo-de-Oliveira, TM; Pallister, JG; Foxall, GR				Veludo-de-Oliveira, Tania M.; Pallister, John G.; Foxall, Gordon R.			Unselfish? Understanding the Role of Altruism, Empathy, and Beliefs in Volunteering Commitment	JOURNAL OF NONPROFIT & PUBLIC SECTOR MARKETING																Veludo-de-Oliveira, Tania M/D-4038-2014	Veludo-de-Oliveira, Tania M/0000-0003-1530-0607												1049-5142	1540-6997				OCT 2	2015	27	4					373	396		10.1080/10495142.2015.1080504							WOS:000364554200003						
J	Szeto, ACH; O'Neill, TA; Dobson, KS				Szeto, Andrew C. H.; O'Neill, Thomas A.; Dobson, Keith S.			The Association between Personality and Individual Differences and Stigma toward People with Mental Disorders	AMERICAN JOURNAL OF PSYCHIATRIC REHABILITATION																	O'Neill, Thomas/0000-0002-8336-5763; szeto, andrew/0000-0003-3420-0337; Dobson, Keith/0000-0001-9542-0822												1548-7768	1548-7776				OCT 2	2015	18	4					303	332		10.1080/15487768.2015.1089799							WOS:000366379700001						
J	Romani, S; Grappi, S; Zarantonello, L; Bagozzi, RP				Romani, Simona; Grappi, Silvia; Zarantonello, Lia; Bagozzi, Richard P.			The revenge of the consumer! How brand moral violations lead to consumer anti-brand activism	JOURNAL OF BRAND MANAGEMENT																Grappi, Silvia/G-7248-2016	Grappi, Silvia/0000-0002-9700-4520; Zarantonello, Lia/0000-0002-0393-2909												1350-231X	1479-1803				OCT-NOV	2015	22	8					658	672		10.1057/bm.2015.38							WOS:000369692900002						
J	Hattink, B; Meiland, F; van der Roest, H; Kevern, P; Abiuso, F; Bengtsson, J; Giuliano, A; Duca, A; Sanders, J; Basnett, F; Nugent, C; Kingston, P; Droes, RM				Hattink, Bart; Meiland, Franka; van der Roest, Henriette; Kevern, Peter; Abiuso, Francesca; Bengtsson, Johan; Giuliano, Angele; Duca, Annalise; Sanders, Jennifer; Basnett, Fern; Nugent, Chris; Kingston, Paul; Droes, Rose-Marie			Web-Based STAR E-Learning Course Increases Empathy and Understanding in Dementia Caregivers: Results from a Randomized Controlled Trial in the Netherlands and the United Kingdom	JOURNAL OF MEDICAL INTERNET RESEARCH																van der Roest, Henriette/AAB-3641-2019	van der Roest, Henriette/0000-0001-9898-923X; Droes, Rose-Marie/0000-0002-4812-1229; Hattink, Bart/0000-0002-9472-2201; Sanders, Jennifer/0000-0002-4702-4195												1438-8871					OCT	2015	17	10							e241	10.2196/jmir.4025							WOS:000365155100002	26519106					
J	Bearman, M; Palermo, C; Allen, LM; Williams, B				Bearman, Margaret; Palermo, Claire; Allen, Louise M.; Williams, Brett			Learning Empathy Through Simulation A Systematic Literature Review	SIMULATION IN HEALTHCARE-JOURNAL OF THE SOCIETY FOR SIMULATION IN HEALTHCARE																Williams, Brett/F-6776-2014; Williams, Brett/AAJ-2685-2020; Bearman, Margaret/R-1191-2019; Palermo, Claire/I-1468-2013	Williams, Brett/0000-0001-6307-1779; Williams, Brett/0000-0001-6307-1779; Allen, Louise/0000-0003-1087-2235; Bearman, Margaret/0000-0002-6862-9871; Palermo, Claire/0000-0002-9423-5067												1559-2332	1559-713X				OCT	2015	10	5					308	319		10.1097/SIH.0000000000000113							WOS:000362720100008	26426561					
J	Kleiman, S; Spanierman, LB; Smith, NG				Kleiman, Sela; Spanierman, Lisa B.; Smith, Nathan Grant			Translating Oppression: Understanding How Sexual Minority Status is Associated With White Men's Racial Attitudes	PSYCHOLOGY OF MEN & MASCULINITY																Smith, Nathan/G-6648-2019	Smith, Nathan/0000-0002-3142-686X; Spanierman, Lisa/0000-0003-4878-9787												1524-9220	1939-151X				OCT	2015	16	4					404	415		10.1037/a0038797							WOS:000361906800009						
J	Mohring, N; Shen, C; Hahn, E; Ta, TMT; Dettling, M; Neuhaus, AH				Moehring, Nicole; Shen, Christina; Hahn, Eric; Thi Minh Tam Ta; Dettling, Michael; Neuhaus, Andres H.			Mirror neuron deficit in schizophrenia: Evidence from repetition suppression	SCHIZOPHRENIA RESEARCH																Neuhaus, Andres H./H-4500-2019	Neuhaus, Andres H./0000-0003-2644-610X; Ta, Thi Minh Tam/0000-0002-9252-3161; Hahn, Eric/0000-0002-3782-1983												0920-9964	1573-2509				OCT	2015	168	1-2					174	179		10.1016/j.schres.2015.07.035							WOS:000361826400024	26232239					
J	Wu, CW; Guo, NW; Hsieh, YS; Yeh, KH				Wu, Chih-Wen; Guo, Nai-Wen; Hsieh, Yeu-Sheng; Yeh, Kuang-Hui			The Facilitating Effect of Need-Supportive Parenting on the Change Rate and Adaptation of Dual Autonomy Among Taiwanese Adolescents	SWISS JOURNAL OF PSYCHOLOGY																Yeh, Kuang-Hui/AAH-3183-2019	HSIEH, YEU-SHENG/0000-0002-5951-7114												1421-0185	1662-0879				OCT	2015	74	4					181	195		10.1024/1421-0185/a000161							WOS:000361823700001						
J	Czap, NV; Czap, HJ; Lynne, GD; Burbach, ME				Czap, Natalia V.; Czap, Hans J.; Lynne, Gary D.; Burbach, Mark E.			Walk in my shoes: Nudging for empathy conservation	ECOLOGICAL ECONOMICS																Czap, Natalia/AAF-9542-2019	Czap, Natalia V/0000-0001-5317-1469												0921-8009	1873-6106				OCT	2015	118						147	158		10.1016/j.ecolecon.2015.07.010							WOS:000361258300016						
