PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Bethell, L; Lin, HC; McFatter, R				Bethell, Lena; Lin, Hung-Chu; McFatter, Robert			Embarrassment and empathy before helping: How internal working models come into play	MOTIVATION AND EMOTION																													0146-7239	1573-6644				FEB	2014	38	1					131	139		10.1007/s11031-013-9369-y							WOS:000330382800010						
J	Limanowski, J; Lutti, A; Blankenburg, F				Limanowski, Jakub; Lutti, Antoine; Blankenburg, Felix			The extrastriate body area is involved in illusory limb ownership	NEUROIMAGE																Lutti, Antoine/O-6777-2017	Lutti, Antoine/0000-0003-3281-5477; Limanowski, Jakub/0000-0001-9673-5500												1053-8119	1095-9572				FEB 1	2014	86						514	524		10.1016/j.neuroimage.2013.10.035							WOS:000330335300052	24185016					
J	van Laer, T; de Ruyter, K; Visconti, LM; Wetzels, M				van Laer, Tom; de Ruyter, Ko; Visconti, Luca M.; Wetzels, Martin			The Extended Transportation-Imagery Model: A Meta-Analysis of the Antecedents and Consequences of Consumers' Narrative Transportation	JOURNAL OF CONSUMER RESEARCH																Wetzels, Martin/AAA-9399-2019; van Laer, Tom/AAC-2500-2019	van Laer, Tom/0000-0003-4646-1569												0093-5301	1537-5277				FEB	2014	40	5					797	817		10.1086/673383							WOS:000331705600003						
J	Christian, RC; Alm, J				Christian, Roberta Calvet; Alm, James			Empathy, sympathy, and tax compliance	JOURNAL OF ECONOMIC PSYCHOLOGY																													0167-4870	1872-7719				FEB	2014	40				SI		62	82		10.1016/j.joep.2012.10.001							WOS:000335288300006						
J	Prot, S; Gentile, DA; Anderson, CA; Suzuki, K; Swing, E; Lim, KM; Horiuchi, Y; Jelic, M; Krahe, B; Wei, LQ; Liau, AK; Khoo, A; Petrescu, PD; Sakamoto, A; Tajima, S; Toma, RA; Warburton, W; Zhang, XM; Lam, BP				Prot, Sara; Gentile, Douglas A.; Anderson, Craig A.; Suzuki, Kanae; Swing, Edward; Lim, Kam Ming; Horiuchi, Yukiko; Jelic, Margareta; Krahe, Barbara; Wei Liuqing; Liau, Albert K.; Khoo, Angeline; Petrescu, Poesis Diana; Sakamoto, Akira; Tajima, Sachi; Toma, Roxana Andreea; Warburton, Wayne; Zhang, Xuemin; Lam, Ben Chun Pan			Long-Term Relations Among Prosocial-Media Use, Empathy, and Prosocial Behavior	PSYCHOLOGICAL SCIENCE																Gentile, Douglas A/I-7759-2012; Lam, Ben Chun Pan/E-2984-2018; Anderson, Craig A/I-6447-2012; Lim, Kam Ming/AAC-4554-2019	Gentile, Douglas A/0000-0002-5934-2860; Lam, Ben Chun Pan/0000-0002-0879-5990; Anderson, Craig A/0000-0001-6353-0023; Prot, Sara/0000-0002-3121-8729; Lim, Kam Ming/0000-0003-4814-9595; Warburton, Wayne/0000-0002-2531-3797												0956-7976	1467-9280				FEB	2014	25	2					358	368		10.1177/0956797613503854							WOS:000336212800006	24335350					
J	Christensen, JF; Flexas, A; de Miguel, P; Cela-Conde, CJ; Munar, E				Christensen, Julia F.; Flexas, Albert; de Miguel, Pedro; Cela-Conde, Camilo J.; Munar, Enric			Roman Catholic beliefs produce characteristic neural responses to moral dilemmas	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE																Flexas, Albert/U-6228-2017; Cela-Conde, Camilo J/J-7806-2015; Munar, Enric/C-7397-2011	Flexas, Albert/0000-0002-0104-7113; 												1749-5016	1749-5024				FEB	2014	9	2					240	249		10.1093/scan/nss121							WOS:000336488000014	23160812					
J	Fluke, SM; Webster, RJ; Saucier, DA				Fluke, Scott M.; Webster, Russell J.; Saucier, Donald A.			Methodological and theoretical improvements in the study of superstitious beliefs and behaviour	BRITISH JOURNAL OF PSYCHOLOGY																													0007-1269	2044-8295				FEB	2014	105	1					102	126		10.1111/bjop.12008							WOS:000329302300007	24387099					
J	Buchanan, TW; Preston, SD				Buchanan, Tony W.; Preston, Stephanie D.			Stress leads to prosocial action in immediate need situations	FRONTIERS IN BEHAVIORAL NEUROSCIENCE																Preston, Stephanie/U-6518-2019	Buchanan, Tony/0000-0002-9166-8457												1662-5153					JAN 22	2014	8								5	10.3389/fnbeh.2014.00005							WOS:000330513800001	24478652					
J	Tsunemi, K; Tamura, A; Ogawa, S; Isomura, T; Ito, H; Ida, M; Masataka, N				Tsunemi, Kohei; Tamura, Ayana; Ogawa, Shino; Isomura, Tomoko; Ito, Hiroyasu; Ida, Misako; Masataka, Nobuo			Intensive exposure to narrative in story books as a possibly effective treatment of social perspective-taking in schoolchildren with autism	FRONTIERS IN PSYCHOLOGY																													1664-1078					JAN 16	2014	5								2	10.3389/fpsyg.2014.00002							WOS:000331265500001	24474946					
J	Fujino, J; Takahashi, H; Miyata, J; Sugihara, G; Kubota, M; Sasamoto, A; Fujiwara, H; Aso, T; Fukuyama, H; Murai, T				Fujino, Junya; Takahashi, Hidehiko; Miyata, Jun; Sugihara, Genichi; Kubota, Manabu; Sasamoto, Akihiko; Fujiwara, Hironobu; Aso, Toshihiko; Fukuyama, Hidenao; Murai, Toshiya			Impaired empathic abilities and reduced white matter integrity in schizophrenia	PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY																Aso, Toshihiko/C-2798-2018; Fukuyama, Hidenao/AAI-7118-2020	Aso, Toshihiko/0000-0003-4814-089X; 												0278-5846	1878-4216				JAN 3	2014	48						117	123		10.1016/j.pnpbp.2013.09.018							WOS:000328074200017	24099786					
J	Smith, KE; Porges, EC; Norman, GJ; Connelly, JJ; Decety, J				Smith, Karen E.; Porges, Eric C.; Norman, Greg J.; Connelly, Jessica J.; Decety, Jean			Oxytocin receptor gene variation predicts empathic concern and autonomic arousal while perceiving harm to others	SOCIAL NEUROSCIENCE																													1747-0919	1747-0927				JAN 2	2014	9	1					1	9		10.1080/17470919.2013.863223							WOS:000328929900001	24295535					
J	Georgi, E; Petermann, F; Schipper, M				Georgi, Erik; Petermann, Franz; Schipper, Marc			Are empathic abilities learnable? Implications for social neuroscientific research from psychometric assessments	SOCIAL NEUROSCIENCE																													1747-0919	1747-0927				JAN 2	2014	9	1					74	81		10.1080/17470919.2013.855253							WOS:000328929900007	24215717					
J	McTernan, M; Love, P; Rettinger, D				McTernan, Melissa; Love, Patrick; Rettinger, David			The Influence of Personality on the Decision to Cheat	ETHICS & BEHAVIOR																													1050-8422	1532-7019				JAN 2	2014	24	1					53	72		10.1080/10508422.2013.819783							WOS:000333484100004						
J	Welp, LR; Brown, CM				Welp, Laura R.; Brown, Christina M.			Self-compassion, empathy, and helping intentions	JOURNAL OF POSITIVE PSYCHOLOGY																													1743-9760	1743-9779				JAN 2	2014	9	1					54	65		10.1080/17439760.2013.831465							WOS:000327834300005						
J	Van Tongeren, DR; Burnette, JL; O'Boyle, E; Worthington, EL; Forsyth, DR				Van Tongeren, Daryl R.; Burnette, Jeni L.; O'Boyle, Ernest; Worthington, Everett L., Jr.; Forsyth, Donelson R.			A meta-analysis of intergroup forgiveness	JOURNAL OF POSITIVE PSYCHOLOGY																Forsyth, Donelson/M-5480-2019	Forsyth, Donelson/0000-0002-2388-2953												1743-9760	1743-9779				JAN 2	2014	9	1					81	95		10.1080/17439760.2013.844268							WOS:000327834300008						
J	Henry, ML; Wilson, SM; Ogar, JM; Sidhu, MS; Rankin, KP; Cattaruzza, T; Miller, BL; Gorno-Tempini, ML; Seeley, WW				Henry, Maya L.; Wilson, Stephen M.; Ogar, Jennifer M.; Sidhu, Manu S.; Rankin, Katherine P.; Cattaruzza, Tatiana; Miller, Bruce L.; Gorno-Tempini, Maria Luisa; Seeley, William W.			Neuropsychological, behavioral, and anatomical evolution in right temporal variant frontotemporal dementia: A longitudinal and post-mortem single case analysis	NEUROCASE																Henry, Maya L./U-1748-2019	Henry, Maya/0000-0002-8745-6451												1355-4794	1465-3656				JAN 2	2014	20	1					100	109		10.1080/13554794.2012.732089							WOS:000327371800012	23171151					
B	Calvo, RA; Peters, D	Calvo, RA; Peters, D			Calvo, Rafael A.; Peters, Dorian	Calvo, RA; Peters, D		Empathy	POSITIVE COMPUTING: TECHNOLOGY FOR WELLBEING AND HUMAN POTENTIAL																Bottorff, Joan L./A-6420-2018	Bottorff, Joan L./0000-0001-9724-5351														978-0-262-02815-8				2014							203	227									WOS:000358487000010						
B	Nisula, AM; Blomqvist, K		Carlucci, D; Spender, JC; Schiuma, G		Nisula, Anna-Maija; Blomqvist, Kirsimarja			What does it take for an individual to improvise? Exploring the antecedents of ad hoc co-improvisation	IFKAD 2014: 9TH INTERNATIONAL FORUM ON KNOWLEDGE ASSET DYNAMICS: KNOWLEDGE AND MANAGEMENT MODELS FOR SUSTAINABLE GROWTH					9th International Forum on Knowledge Asset Dynamics (IFKAD)	JUN 11-13, 2014	Matera, ITALY	Inst Knowledge Asset Management, Univ Basilicata, Arts Business Inst, Univ Basilicata, DIMIE																							978-88-96687-04-8				2014							865	885									WOS:000357262301005						
B	Choi, HS; Ghim, HR; Moon, E; Cheon, YU; Kim, TH		Pracana, C		Choi, Hyun Suk; Ghim, Hei-Rhee; Moon, Eunok; Cheon, Young-un; Kim, Tae Hwa			DIFFERENCES RECOGNIZING THE EMOTIONAL FACIAL EXPRESSIONS OF DIVERSE RACES IN KOREAN CHILDREN AND UNDERGRADUATES	INPACT 2014: INTERNATIONAL PSYCHOLOGICAL APPLICATIONS CONFERENCE AND TRENDS					International Psychological Applications Conference and Trends (InPACT)	APR 04-06, 2014	Porto, PORTUGAL	World Inst Adv Res & Sci, Horizon Res Publishing, inSciPress																							978-989-97866-6-0				2014							217	219									WOS:000354625200055						
B	Maibom, HL		Schramme, T		Maibom, Heidi L.			Without Fellow Feeling	BEING AMORAL: PSYCHOPATHY AND MORAL INCAPACITY	Philosophical Psychopathology																														978-0-262-02791-5				2014							91	114			10.7551/mitpress/9780262027915.001.0001						WOS:000351467100004						
J	Horan, WP; Iacoboni, M; Cross, KA; Korb, A; Lee, J; Nori, P; Quintana, J; Wynn, JK; Green, MF				Horan, William P.; Iacoboni, Marco; Cross, Katy A.; Korb, Alex; Lee, Junghee; Nori, Poorang; Quintana, Javier; Wynn, Jonathan K.; Green, Michael F.			Self-reported empathy and neural activity during action imitation and observation in schizophrenia	NEUROIMAGE-CLINICAL																Wynn, Jonathan/H-3749-2014; Horan, William/V-7495-2019	Wynn, Jonathan/0000-0002-1763-8540; 												2213-1582						2014	5						100	108		10.1016/j.nicl.2014.06.006							WOS:000349667800013	25009771					
J	Esbec, E; Echeburua, E				Esbec, Enrique; Echeburua, Enrique			Assessment of personality disorders according to DSM-5: Available instruments and limitations	TERAPIA PSICOLOGICA																Echeburua, Enrique/F-9033-2010	Echeburua, Enrique/0000-0001-7654-0781												0718-4808						2014	32	3					255	264		10.4067/S0718-48082014000300008							WOS:000348454800008						
J	Westby, CE				Westby, Carol E.			Social Neuroscience and Theory of Mind	FOLIA PHONIATRICA ET LOGOPAEDICA																													1021-7762	1421-9972					2014	66	1-2					7	17		10.1159/000362877							WOS:000346237400002	25472788					
J	Schnell, K				Schnell, Knut			Mentalizing Functions Provide a Conceptual Link of Brain Function and Social Cognition in Major Mental Disorders	PSYCHOPATHOLOGY																													0254-4962	1423-033X					2014	47	6					408	416		10.1159/000366134							WOS:000345661400008	25401952					
S	McAlinden, M		Dunworth, K; Zhang, G		McAlinden, Maggie			Can Teachers Know Learners' Minds? Teacher Empathy and Learner Body Language in English Language Teaching	CRITICAL PERSPECTIVES ON LANGUAGE EDUCATION: AUSTRALIA AND THE ASIA PACIFIC	Multilingual Education																												2213-3208		978-3-319-06185-6; 978-3-319-06184-9				2014	11						71	100		10.1007/978-3-319-06185-6_5	10.1007/978-3-319-06185-6						WOS:000343084100005						
J	Cowan, DG; Vanman, EJ; Nielsen, M				Cowan, David G.; Vanman, Eric J.; Nielsen, Mark			Motivated empathy: The mechanics of the empathic gaze	COGNITION & EMOTION																Vanman, Eric J./F-3520-2018; Nielsen, Mark/A-6792-2013	Vanman, Eric J./0000-0001-7014-6951; Nielsen, Mark/0000-0002-0402-8372; Cowan, David/0000-0003-1256-7453												0269-9931	1464-0600					2014	28	8					1522	1530		10.1080/02699931.2014.890563							WOS:000342290300016	24568562					
J	Konstantakopoulos, G; Oulis, P; Ploumpidis, D; Patrikelis, P; Nikitopoulou, S; Papadimitriou, GN; David, AS				Konstantakopoulos, George; Oulis, Panagiotis; Ploumpidis, Dimitris; Patrikelis, Panayiotis; Nikitopoulou, Stavrina; Papadimitriou, George N.; David, Anthony S.			Self-rated and performance-based empathy in schizophrenia: The impact of cognitive deficits	SOCIAL NEUROSCIENCE																David, Anthony/O-1750-2019; David, Anthony S/C-1315-2011	David, Anthony/0000-0003-0967-774X; David, Anthony S/0000-0003-0967-774X; Konstantakopoulos, George/0000-0002-5206-4263												1747-0919	1747-0927					2014	9	6					590	600		10.1080/17470919.2014.934395							WOS:000342313100004	24968720					
J	Ze, O; Thoma, P; Suchan, B				Ze, Oksana; Thoma, Patrizia; Suchan, Boris			Cognitive and affective empathy in younger and older individuals	AGING & MENTAL HEALTH																Suchan, Boris/ABE-2512-2020; Suchan, Boris/G-6068-2017	Suchan, Boris/0000-0003-2934-0263												1360-7863	1364-6915					2014	18	7					929	935		10.1080/13607863.2014.899973							WOS:000340105900017	24827596					
J	Milojevic, S; Dimitrijevic, A				Milojevic, Sonja; Dimitrijevic, Aleksandar			Empathic capacity of delinquent convicted minors	PSIHOLOGIJA																													0048-5705						2014	47	1					65	79		10.2298/PSI1401065M							WOS:000338121400004						
S	Stojiljkovic, S; Todorovic, J; Digic, G; Doskovic, Z		Laborda, JC; Ozdamli, F; Maasoglu, Y		Stojiljkovic, Snezana; Todorovic, Jelisaveta; Digic, Gordana; Doskovic, Zvonimir			Teachers' self-concept and empathy	5TH WORLD CONFERENCE ON EDUCATIONAL SCIENCES	Procedia Social and Behavioral Sciences				5th World Conference on Educational Sciences (WCES)	FEB 05-08, 2013	Rome Sapienza Univ, Rome, ITALY	Near E Univ, Ankara Univ, Bahcesehir Univ	Rome Sapienza Univ																				1877-0428						2014	116						875	879		10.1016/j.sbspro.2014.01.313							WOS:000335471200155						
J	Raz, G; Jacob, Y; Gonen, T; Winetraub, Y; Flash, T; Soreq, E; Hendler, T				Raz, Gal; Jacob, Yael; Gonen, Tal; Winetraub, Yonatan; Flash, Tamar; Soreq, Eyal; Hendler, Talma			Cry for her or cry with her: context-dependent dissociation of two modes of cinematic empathy reflected in network cohesion dynamics	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE																													1749-5016	1749-5024				JAN	2014	9	1					30	38		10.1093/scan/nst052							WOS:000336487400005	23615766					
J	Sassenrath, C; Sassenberg, K; Scholl, A				Sassenrath, Claudia; Sassenberg, Kai; Scholl, Annika			From a Distance ...: The Impact of Approach and Avoidance Motivational Orientation on Perspective Taking	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE																Sassenberg, Kai/D-3048-2011	Sassenberg, Kai/0000-0001-6579-8250												1948-5506	1948-5514				JAN	2014	5	1					18	26		10.1177/1948550613486672							WOS:000336437300004						
J	Neumann, D; Zupan, B; Malec, JF; Hammond, F				Neumann, Dawn; Zupan, Barbra; Malec, James F.; Hammond, Flora			Relationships Between Alexithymia, Affect Recognition, and Empathy After Traumatic Brain Injury	JOURNAL OF HEAD TRAUMA REHABILITATION																	Barbra, Zupan/0000-0002-4603-333X												0885-9701	1550-509X				JAN-FEB	2014	29	1					E18	E27		10.1097/HTR.0b013e31827fb0b5							WOS:000335889400005	23407425					
J	Matzke, B; Herpertz, SC; Berger, C; Fleischer, M; Domes, G				Matzke, Burkhard; Herpertz, Sabine C.; Berger, Christoph; Fleischer, Monika; Domes, Gregor			Facial Reactions during Emotion Recognition in Borderline Personality Disorder: A Facial Electromyography Study	PSYCHOPATHOLOGY																Domes, Gregor/J-3369-2013; Herpertz, Sabine C/AAW-4885-2020	Domes, Gregor/0000-0001-5908-4374; Herpertz, Sabine C/0000-0001-9676-1928; Berger, Christoph/0000-0002-0832-5526												0254-4962	1423-033X					2014	47	2					101	110		10.1159/000351122							WOS:000333338400004	24021701					
J	Gockel, A; Burton, DL				Gockel, Annemarie; Burton, David L.			An Evaluation of Prepracticum Helping Skills Training for Graduate Social Work Students	JOURNAL OF SOCIAL WORK EDUCATION																													1043-7797	2163-5811					2014	50	1					101	119		10.1080/10437797.2014.856234							WOS:000332615400008						
J	Webster, RJ; Burns, MD; Pickering, M; Saucier, DA				Webster, Russell J.; Burns, Mason D.; Pickering, Margot; Saucier, Donald A.			The Suppression and Justification of Prejudice as a Function of Political Orientation	EUROPEAN JOURNAL OF PERSONALITY																													0890-2070	1099-0984				JAN	2014	28	1					44	59		10.1002/per.1896							WOS:000331254200005						
J	Gould, ON; Gautreau, SM				Gould, Odette N.; Gautreau, Sylvia MacNeil			EMPATHY AND CONVERSATIONAL ENJOYMENT IN YOUNGER AND OLDER ADULTS	EXPERIMENTAL AGING RESEARCH																	Gautreau, Sylvia/0000-0002-7458-1659												0361-073X	1096-4657				JAN 1	2014	40	1					60	80		10.1080/0361073X.2014.857559							WOS:000330265400004	24467700					
J	Blader, SL; Rothman, NB				Blader, Steven L.; Rothman, Naomi B.			Paving the road to preferential treatment with good intentions: Empathy, accountability and fairness	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY																													0022-1031	1096-0465				JAN	2014	50						65	81		10.1016/j.jesp.2013.09.001							WOS:000329951700008						
J	Whitsett, DD; Shoda, Y				Whitsett, Donna D.; Shoda, Yuichi			An approach to test for individual differences in the effects of situations without using moderator variables	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY																													0022-1031	1096-0465				JAN	2014	50						94	104		10.1016/j.jesp.2013.08.008							WOS:000329951700010	24550572					
J	Ozdikmenli-Demir, G; Demir, S				Ozdikmenli-Demir, Gozde; Demir, Serdar			Testing the Psychometric Properties of the Scale of Ethnocultural Empathy in Turkey	MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT																Demir, Serdar/G-8557-2016	Demir, Serdar/0000-0002-7504-6383												0748-1756	1947-6302				JAN	2014	47	1					27	42		10.1177/0748175613513805							WOS:000328541000003						
S	Hayes, B; Ullman, D; Alexander, E; Bank, C; Scassellati, B			IEEE	Hayes, Bradley; Ullman, Daniel; Alexander, Emma; Bank, Caroline; Scassellati, Brian			People Help Robots Who Help Others, Not Robots Who Help Themselves	2014 23RD IEEE INTERNATIONAL SYMPOSIUM ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION (IEEE RO-MAN)	IEEE RO-MAN				23rd IEEE International Symposium on Robot and Human Interactive Communication (IEEE RO-MAN)	AUG 25-29, 2014	Heriot Watt Univ, Edinburgh, SCOTLAND	IEEE, IEEE Robot & Automat Soc, Robot Soc Japan, Korea Robot Soc, IEEE Syst, Man & Cybernet Soc	Heriot Watt Univ																				1944-9445		978-1-4799-6765-0				2014							255	260									WOS:000366603200042						
S	Hess, JL; Strobel, J; Pan, R; Morris, CAW			ASEE	Hess, Justin L.; Strobel, Johannes; Pan, Rui; Morris, Carrie A. Wachter			Practicing Engineers' Perceptions of Empathy and Care: Derived Exploratory Factor Structure from a 37-Item Survey	2014 ASEE ANNUAL CONFERENCE	ASEE Annual Conference & Exposition				ASEE Annual Conference	JUN 15-18, 2014	Indianapolis, IN	ASEE								Morris, Carrie Wachter/P-4879-2019; Strobel, Johannes/F-9097-2016	Morris, Carrie Wachter/0000-0002-8704-1598; Strobel, Johannes/0000-0002-2124-1116												2153-5965						2014																	WOS:000383779804036						
S	Fila, ND; Hess, J; Hira, A; Joslyn, CH; Tolbert, D; Hynes, MM			IEEE	Fila, Nicholas D.; Hess, Justin; Hira, Avneet; Joslyn, Cole H.; Tolbert, DeLean; Hynes, Morgan M.			The People Part of Engineering Engineering For, With, and As People	2014 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE)	Frontiers in Education Conference				IEEE Frontiers in Education Conference (FIE)	OCT 22-25, 2014	Madrid, SPAIN	Frontiers In Educ, IEEE, IEEE Comp Soc, American Soc Engn Educ								Hess, Justin/AAB-9371-2019													0190-5848		978-1-4799-3922-0				2014							727	735									WOS:000380490600122						
S	Jaycox, H; Hess, JL; Zoltowski, CB; Brightman, AO			IEEE	Jaycox, Holly; Hess, Justin L.; Zoltowski, Carla B.; Brightman, Andrew O.			Developing Novel Practices of Somatic Learning to Enhance Empathic Perspective-Taking for Ethical Reasoning and Engineering Design	2014 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE)	Frontiers in Education Conference				IEEE Frontiers in Education Conference (FIE)	OCT 22-25, 2014	Madrid, SPAIN	Frontiers In Educ, IEEE, IEEE Comp Soc, American Soc Engn Educ																					0190-5848		978-1-4799-3922-0				2014																	WOS:000380490601143						
J	Williford, A; Boulton, AJ; Jenson, JM				Williford, Anne; Boulton, Aaron J.; Jenson, Jeffrey M.			Transitions between Subclasses of Bullying and Victimization when Entering Middle School	AGGRESSIVE BEHAVIOR																													0096-140X	1098-2337				JAN	2014	40	1					24	41		10.1002/ab.21503							WOS:000327884100003	24014167					
S	Van den Broeck, E; Poels, K; Vandebosch, H; Van Royen, K		Wiederhold, BK; Riva, G		Van den Broeck, Evert; Poels, Karolien; Vandebosch, Heidi; Van Royen, Kathleen			Online Perspective-Taking as an Intervention Tool Against Cyberbullying	ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE 2014: POSITIVE CHANGE: CONNECTING THE VIRTUAL AND THE REAL	Studies in Health Technology and Informatics																												0926-9630	1879-8365	978-1-61499-401-5; 978-1-61499-400-8				2014	199						113	117		10.3233/978-1-61499-401-5-113							WOS:000454733300021	24875702					
J	Jurkowski, S; Hanze, M				Jurkowski, Susanne; Haenze, Martin			Assessing social competencies in children and adolescents: Development and first validation of a questionnaire	DIAGNOSTICA																Hanze, Martin/S-2853-2016	Hanze, Martin/0000-0002-9345-6175												0012-1924	2190-622X					2014	60	4					167	180		10.1026/0012-1924/a000104							WOS:000342358200001						
B	Happ, C; Melzer, A				Happ, C.; Melzer, A.			Empathy and Violent Video Games: Aggression and Prosocial Behavior	EMPATHY AND VIOLENT VIDEO GAMES: AGGRESSION AND PROSOCIAL BEHAVIOR	Palgrave Studies in Cyberpsychology																														978-1-137-44013-6; 978-1-137-44012-9				2014							1	78		10.1057/9781137440136							WOS:000382878700006						
J	Wood, JL; James, M; Ciardha, CO				Wood, Jane L.; James, Mark; Ciardha, Caoilte O.			'I know how they must feel': Empathy and judging defendants	EUROPEAN JOURNAL OF PSYCHOLOGY APPLIED TO LEGAL CONTEXT																													1889-1861	1989-4007				JAN	2014	6	1					37	43		10.5093/ejpalc2014a5							WOS:000329080600005						
S	Obaid, M; Kuchenbrandt, D; Bartneck, C			ACM/IEEE	Obaid, Mohammad; Kuchenbrandt, Dieta; Bartneck, Christoph			Empathy and Yawn Contagion: Can we (Humans) Catch Yawns from Robots?	HRI'14: PROCEEDINGS OF THE 2014 ACM/IEEE INTERNATIONAL CONFERENCE ON HUMAN-ROBOT INTERACTION	ACM IEEE International Conference on Human-Robot Interaction				9th ACM/IEEE International Conference on Human-Robot Interaction (HRI)	MAR 03-06, 2014	Bielefeld, GERMANY	ACM SIGCHI, ACM SIGAI, IEEE Robotics & Automation, HFES, AAAI, ACM, IEEE								Sandoval, Eduardo Benitez/F-7003-2018; Bartneck, Christoph/B-5699-2008	Sandoval, Eduardo Benitez/0000-0001-9521-1756; Bartneck, Christoph/0000-0003-4566-4815												2167-2121	2167-2148	978-1-4503-2658-2				2014							260	261		10.1145/2559636.2563702							WOS:000455229400102						
S	van der Drift, EJG; Beun, RJ; Looije, R; Henkemans, OAB; Neerincx, MA			ACM/IEEE	van der Drift, Esther J. G.; Beun, Robbert-Jan; Looije, Rosemarijn; Henkemans, Oliver A. Blanson; Neerincx, Mark A.			A Remote Social Robot to Motivate and Support Diabetic Children in Keeping a Diary	HRI'14: PROCEEDINGS OF THE 2014 ACM/IEEE INTERNATIONAL CONFERENCE ON HUMAN-ROBOT INTERACTION	ACM IEEE International Conference on Human-Robot Interaction				9th ACM/IEEE International Conference on Human-Robot Interaction (HRI)	MAR 03-06, 2014	Bielefeld, GERMANY	ACM SIGCHI, ACM SIGAI, IEEE Robotics & Automation, HFES, AAAI, ACM, IEEE								Neerincx, Mark/J-9086-2012													2167-2121	2167-2148	978-1-4503-2658-2				2014							463	470		10.1145/2559636.2559664							WOS:000455229400160						
S	Milovanovic, R; Marinkovic, T		Vasile, C; Singer, FM; Stan, E		Milovanovic, Radmila; Marinkovic, Teodora			Emphatic Competences of Future Helpers	INTERNATIONAL CONFERENCE EDUCATION AND PSYCHOLOGY CHALLENGES - TEACHERS FOR THE KNOWLEDGE SOCIETY, 2ND EDITION (EPC -TKS 2013)	Procedia Social and Behavioral Sciences				2nd International Conference on Education and Psychology Challenges - Teachers for the Knowledge Society	OCT 24-27, 2013	Sinaia, ROMANIA	Petr Gas Univ Ploiesti																					1877-0428						2014	128						66	71		10.1016/j.sbspro.2014.03.119							WOS:000396598200011						
J	Patil, I; Silani, G				Patil, Indrajeet; Silani, Giorgia			Alexithymia increases moral acceptability of accidental harms	JOURNAL OF COGNITIVE PSYCHOLOGY																	silani, giorgia/0000-0002-4284-3618												2044-5911	2044-592X					2014	26	5					597	614		10.1080/20445911.2014.929137							WOS:000338768000010						
J	Robinson, H; Calamia, M; Glascher, J; Bruss, J; Tranel, D				Robinson, Heather; Calamia, Matthew; Glaescher, Jan; Bruss, Joel; Tranel, Daniel			Neuroanatomical Correlates of Executive Functions: A Neuropsychological Approach Using the EXAMINER Battery	JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY																Glascher, Jan/H-2930-2019	Glascher, Jan/0000-0002-1020-7115; Tranel, Daniel/0000-0002-1338-1389; Calamia, Matthew/0000-0002-7252-7181												1355-6177	1469-7661				JAN	2014	20	1					52	63		10.1017/S135561771300060X							WOS:000332373400008	23759126					
B	Bornstein, BH; Gervais, SJ; Dietrich, HL; Escamilla, J		Bornstein, BH; Wiener, RL		Bornstein, Brian H.; Gervais, Sarah J.; Dietrich, Hannah L.; Escamilla, Justin			All Else Being Equal: Overcoming the Egalitarian Norm	JUSTICE, CONFLICT AND WELLBEING: MULTIDISCIPLINARY PERSPECTIVES					Conference on Justice, Conflict and Wellbeing	NOV, 2011	Univ Nebraska Lincoln, Lincoln, NE		Univ Nebraska Lincoln																						978-1-4939-0623-9				2014							3	30		10.1007/978-1-4939-0623-9_1							WOS:000464092500001						
J	Dodell-Feder, D; Tully, LM; Lincoln, SH; Hooker, CI				Dodell-Feder, David; Tully, Laura M.; Lincoln, Sarah Hope; Hooker, Christine I.			The neural basis of theory of mind and its relationship to social functioning and social anhedonia in individuals with schizophrenia	NEUROIMAGE-CLINICAL																	Dodell-Feder, David/0000-0003-0678-1728; Tully, Laura/0000-0002-2751-9887												2213-1582						2014	4						154	163		10.1016/j.nicl.2013.11.006							WOS:000349667600017	24371798					
